Station,Time,Sampling number,Observable,Value,Count,Category,Life Stage
SHR,2/23/2016 9:53,47190/1/1,Planorbidae,3,3,Aquatic Non-Insects,N/A
SHR,2/23/2016 9:53,47190/1/1,Hymenoptera,7,7,Terrestrial Insects,Adults
SHR,3/8/2016 7:47,47196/1/1,Hymenoptera,1,1,Terrestrial Insects,Adults
SHR,3/8/2016 7:47,47196/1/1,Corixidae,3,3,Aquatic Insects,Larvae
SHR,3/8/2016 7:47,47196/1/1,Gomphidae,1,1,Aquatic Insects,Larvae
SHR,3/8/2016 7:47,47196/1/1,Chironomidae,12,3,Aquatic Insects,Adults
SHR,3/8/2016 7:47,47196/1/1,Chironomidae,12,1,Aquatic Insects,Pupae
SHR,3/8/2016 7:47,47196/1/1,Chironomidae,12,8,Aquatic Insects,Larvae
SHR,3/8/2016 7:47,47196/1/1,Acari,2,2,Terrestrial Non-Insects,N/A
SHR,3/8/2016 7:47,47196/1/1,Corophiidae,1,1,Aquatic Non-Insects,N/A
SHR,3/8/2016 7:47,47196/1/1,Collembola,2,2,Terrestrial Non-Insects,N/A
SHR,3/8/2016 7:47,47196/1/1,Hemiptera,1,1,Terrestrial Insects,Larvae
SHR,3/8/2016 7:47,47196/1/1,Hydridae,1,1,Aquatic Non-Insects,N/A
SHR,3/8/2016 7:47,47196/1/1,Gammaridae,1,1,Aquatic Non-Insects,N/A
SHR,3/8/2016 7:47,47196/1/1,Ceratopogonidae,1,1,Aquatic Insects,Pupae
SHR,3/8/2016 7:47,47196/1/1,Crangonyctidae,1,1,Aquatic Non-Insects,N/A
SHR,3/8/2016 7:47,47196/1/1,Lebertiidae,7,7,Aquatic Non-Insects,N/A
SHR,3/8/2016 7:47,47196/1/1,Baetidae,1,1,Aquatic Insects,Larvae
SHR,3/8/2016 7:47,47196/1/1,Turbellaria,1,1,Aquatic Non-Insects,N/A
SHR,3/8/2016 7:47,47196/1/1,Diptera,1,1,Terrestrial Insects,Adults
SHR,3/8/2016 7:47,47196/1/1,Naididae,11,8,Aquatic Non-Insects,N/A
SHR,3/8/2016 7:47,47196/1/1,Naididae,11,3,Aquatic Non-Insects,N/A
SHR,3/8/2016 7:47,47196/1/1,Araneae,1,1,Terrestrial Non-Insects,N/A
SHR,3/17/2016 8:25,47199/1/1,Corixidae,5,5,Aquatic Insects,Larvae
SHR,3/17/2016 8:25,47199/1/1,Enchytraeidae,3,3,Aquatic Non-Insects,N/A
SHR,3/17/2016 8:25,47199/1/1,Lebertiidae,1,1,Aquatic Non-Insects,N/A
SHR,3/17/2016 8:25,47199/1/1,Hymenoptera,2,2,Terrestrial Insects,Adults
SHR,3/17/2016 8:25,47199/1/1,Araneae,3,3,Terrestrial Non-Insects,N/A
SHR,3/17/2016 8:25,47199/1/1,Chironomidae,3,1,Aquatic Insects,Adults
SHR,3/17/2016 8:25,47199/1/1,Chironomidae,3,1,Aquatic Insects,Pupae
SHR,3/17/2016 8:25,47199/1/1,Chironomidae,3,1,Aquatic Insects,Larvae
SHR,3/17/2016 8:25,47199/1/1,Acari,1,1,Terrestrial Non-Insects,N/A
SHR,3/17/2016 8:25,47199/1/1,Diptera,1,1,Terrestrial Insects,Larvae
SHR,3/17/2016 8:25,47199/1/1,Hydridae,1,1,Aquatic Non-Insects,N/A
SHR,3/17/2016 8:25,47199/1/1,Hemiptera,1,1,Terrestrial Insects,Larvae
SHR,3/17/2016 8:25,47199/1/1,Naididae,5,2,Aquatic Non-Insects,N/A
SHR,3/17/2016 8:25,47199/1/1,Naididae,5,3,Aquatic Non-Insects,N/A
SHR,3/17/2016 8:25,47199/1/1,Crangonyctidae,1,1,Aquatic Non-Insects,N/A
SHR,3/25/2016 8:09,47208/1/1,Chironomidae,9,7,Aquatic Insects,Adults
SHR,3/25/2016 8:09,47208/1/1,Chironomidae,9,2,Aquatic Insects,Larvae
SHR,3/25/2016 8:09,47208/1/1,Crangonyctidae,1,1,Aquatic Non-Insects,N/A
SHR,3/25/2016 8:09,47208/1/1,Hydridae,2,2,Aquatic Non-Insects,N/A
SHR,3/25/2016 8:09,47208/1/1,Hygrobatidae,1,1,Aquatic Non-Insects,N/A
SHR,3/25/2016 8:09,47208/1/1,Baetidae,1,1,Aquatic Insects,Larvae
SHR,3/25/2016 8:09,47208/1/1,Araneae,1,1,Terrestrial Non-Insects,N/A
SHR,3/25/2016 8:09,47208/1/1,Corixidae,3,3,Aquatic Insects,Larvae
SHR,3/25/2016 8:09,47208/1/1,Leptohyphidae,1,1,Aquatic Insects,Larvae
SHR,3/25/2016 8:09,47208/1/1,Naididae,6,5,Aquatic Non-Insects,N/A
SHR,3/25/2016 8:09,47208/1/1,Naididae,6,1,Aquatic Non-Insects,N/A
SHR,3/30/2016 8:10,47214/1/1,Lebertiidae,1,1,Aquatic Non-Insects,N/A
SHR,3/30/2016 8:10,47214/1/1,Chironomidae,1,1,Aquatic Insects,Adults
SHR,3/30/2016 8:10,47214/1/1,Baetidae,2,2,Aquatic Insects,Larvae
SHR,3/30/2016 8:10,47214/1/1,Araneae,1,1,Terrestrial Non-Insects,N/A
SHR,3/30/2016 8:10,47214/1/1,Hemiptera,1,1,Terrestrial Insects,Adults
SHR,3/30/2016 8:10,47214/1/1,Hydroptilidae,1,1,Aquatic Insects,Larvae
SHR,3/30/2016 8:10,47214/1/1,Hyalellidae,1,1,Aquatic Non-Insects,N/A
SHR,4/7/2016 9:45,47217/1/1,Corixidae,2,1,Aquatic Insects,Larvae
SHR,4/7/2016 9:45,47217/1/1,Corixidae,2,1,Aquatic Insects,Adults
SHR,4/7/2016 9:45,47217/1/1,Chironomidae,4,2,Aquatic Insects,Pupae
SHR,4/7/2016 9:45,47217/1/1,Chironomidae,4,2,Aquatic Insects,Larvae
SHR,4/7/2016 9:45,47217/1/1,Naididae,2,2,Aquatic Non-Insects,N/A
SHR,4/7/2016 9:45,47217/1/1,Crangonyctidae,2,2,Aquatic Non-Insects,N/A
SHR,4/7/2016 9:45,47217/1/1,Corbiculidae,3,3,Aquatic Non-Insects,N/A
SHR,4/7/2016 9:45,47217/1/1,Lebertiidae,2,2,Aquatic Non-Insects,N/A
SHR,4/7/2016 9:45,47217/1/1,Diptera,5,5,Terrestrial Insects,Adults
SHR,4/18/2016 10:35,47223/1/1,Thysanoptera,1,1,Terrestrial Insects,N/A
SHR,4/18/2016 10:35,47223/1/1,Hemiptera,4,2,Terrestrial Insects,Adults
SHR,4/18/2016 10:35,47223/1/1,Hemiptera,4,2,Terrestrial Insects,Larvae
SHR,4/18/2016 10:35,47223/1/1,Corbiculidae,2,2,Aquatic Non-Insects,N/A
SHR,4/18/2016 10:35,47223/1/1,Diptera,6,6,Terrestrial Insects,Adults
SHR,4/18/2016 10:35,47223/1/1,Chironomidae,2,2,Aquatic Insects,Larvae
SHR,4/18/2016 10:35,47223/1/1,Corixidae,1,1,Aquatic Insects,Larvae
SHR,5/5/2016 8:53,47232/1/1,Naididae,2,2,Aquatic Non-Insects,N/A
SHR,5/5/2016 8:53,47232/1/1,Diptera,6,6,Terrestrial Insects,Adults
SHR,5/5/2016 8:53,47232/1/1,Ceratopogonidae,3,3,Aquatic Insects,Pupae
SHR,5/5/2016 8:53,47232/1/1,Hymenoptera,1,1,Terrestrial Insects,Adults
SHR,5/5/2016 8:53,47232/1/1,Hemiptera,1,1,Terrestrial Insects,Larvae
SHR,5/20/2016 9:10,47238/1/1,Hemiptera,2,1,Terrestrial Insects,Adults
SHR,5/20/2016 9:10,47238/1/1,Hemiptera,2,1,Terrestrial Insects,Larvae
SHR,5/20/2016 9:10,47238/1/1,Corixidae,1,1,Aquatic Insects,Larvae
SHR,5/20/2016 9:10,47238/1/1,Hygrobatidae,1,1,Aquatic Non-Insects,N/A
SHR,5/20/2016 9:10,47238/1/1,Chironomidae,1,1,Aquatic Insects,Pupae
SHR,5/20/2016 9:10,47238/1/1,Mideopsidae,1,1,Aquatic Non-Insects,N/A
SHR,5/20/2016 9:10,47238/1/1,Diptera,11,11,Terrestrial Insects,Adults
SHR,5/31/2016 8:50,47241/1/1,Hygrobatidae,1,1,Aquatic Non-Insects,N/A
SHR,5/31/2016 8:50,47241/1/1,Ephemeroptera,10,10,Aquatic Insects,Adults
SHR,5/31/2016 8:50,47241/1/1,Hymenoptera,62,62,Terrestrial Insects,Adults
SHR,5/31/2016 8:50,47241/1/1,Psychodidae,1,1,Aquatic Insects,Pupae
SHR,5/31/2016 8:50,47241/1/1,Araneae,14,14,Terrestrial Non-Insects,N/A
SHR,5/31/2016 8:50,47241/1/1,Hydraenidae,1,1,Aquatic Insects,Adults
SHR,5/31/2016 8:50,47241/1/1,Pionidae,1,1,Aquatic Non-Insects,N/A
SHR,5/31/2016 8:50,47241/1/1,Gomphidae,1,1,Aquatic Insects,Larvae
SHR,5/31/2016 8:50,47241/1/1,Hemiptera,6,5,Terrestrial Insects,Adults
SHR,5/31/2016 8:50,47241/1/1,Hemiptera,6,1,Terrestrial Insects,Larvae
SHR,5/31/2016 8:50,47241/1/1,Lebertiidae,1,1,Aquatic Non-Insects,N/A
SHR,5/31/2016 8:50,47241/1/1,Dytiscidae,3,3,Aquatic Insects,Adults
SHR,5/31/2016 8:50,47241/1/1,Thysanoptera,1,1,Terrestrial Insects,Adults
SHR,5/31/2016 8:50,47241/1/1,Coenagrionidae,2,2,Aquatic Insects,Larvae
SHR,5/31/2016 8:50,47241/1/1,Leptohyphidae,1,1,Aquatic Insects,Larvae
SHR,5/31/2016 8:50,47241/1/1,Coleoptera,7,1,Terrestrial Insects,Larvae
SHR,5/31/2016 8:50,47241/1/1,Coleoptera,7,6,Terrestrial Insects,Adults
SHR,5/31/2016 8:50,47241/1/1,Chironomidae,12,4,Aquatic Insects,Larvae
SHR,5/31/2016 8:50,47241/1/1,Chironomidae,12,8,Aquatic Insects,Pupae
SHR,5/31/2016 8:50,47241/1/1,Cladocera,5,5,Aquatic Non-Insects,N/A
SHR,5/31/2016 8:50,47241/1/1,Naididae,2,2,Aquatic Non-Insects,N/A
SHR,5/31/2016 8:50,47241/1/1,Diptera,111,111,Terrestrial Insects,Adults
SHR,5/31/2016 8:50,47241/1/1,Ceratopogonidae,5,2,Aquatic Insects,Larvae
SHR,5/31/2016 8:50,47241/1/1,Ceratopogonidae,5,3,Aquatic Insects,Pupae
SHR,5/31/2016 8:50,47241/1/1,Psocoptera,6,6,Terrestrial Insects,Larvae
SHR,5/31/2016 8:50,47241/1/1,Physidae,1,1,Aquatic Non-Insects,N/A
SHR,5/31/2016 8:50,47241/1/1,Collembola,1,1,Terrestrial Non-Insects,N/A
SHR,5/31/2016 8:50,47241/1/1,Mideopsidae,2,2,Aquatic Non-Insects,N/A
SHR,6/13/2016 8:53,47247/1/1,Gomphidae,1,1,Aquatic Insects,Larvae
SHR,6/13/2016 8:53,47247/1/1,Araneae,1,1,Terrestrial Non-Insects,N/A
SHR,6/13/2016 8:53,47247/1/1,Chironomidae,2,2,Aquatic Insects,Pupae
SHR,6/13/2016 8:53,47247/1/1,Diptera,24,24,Terrestrial Insects,Adults
SHR,6/13/2016 8:53,47247/1/1,Leptoceridae,1,1,Aquatic Insects,Larvae
SHR,6/29/2016 8:30,47253/1/1,Dermaptera,1,1,Terrestrial Insects,Adults
SHR,6/29/2016 8:30,47253/1/1,Leptoceridae,6,6,Aquatic Insects,Larvae
SHR,6/29/2016 8:30,47253/1/1,Hymenoptera,25,25,Terrestrial Insects,Adults
SHR,6/29/2016 8:30,47253/1/1,Hydropsychidae,1,1,Aquatic Insects,Larvae
SHR,6/29/2016 8:30,47253/1/1,Ephemeroptera,21,21,Aquatic Insects,Adults
SHR,6/29/2016 8:30,47253/1/1,Lebertiidae,2,2,Aquatic Non-Insects,N/A
SHR,6/29/2016 8:30,47253/1/1,Trichoptera,25,25,Aquatic Insects,Adults
SHR,6/29/2016 8:30,47253/1/1,Neuroptera,1,1,Terrestrial Insects,Adults
SHR,6/29/2016 8:30,47253/1/1,Araneae,12,12,Terrestrial Non-Insects,N/A
SHR,6/29/2016 8:30,47253/1/1,Hygrobatidae,7,7,Aquatic Non-Insects,N/A
SHR,6/29/2016 8:30,47253/1/1,Collembola,4,4,Terrestrial Non-Insects,N/A
SHR,6/29/2016 8:30,47253/1/1,Corixidae,1,1,Aquatic Insects,Larvae
SHR,6/29/2016 8:30,47253/1/1,Hemiptera,18,18,Terrestrial Insects,Adults
SHR,6/29/2016 8:30,47253/1/1,Simuliidae,1,1,Aquatic Insects,Larvae
SHR,6/29/2016 8:30,47253/1/1,Naididae,7,7,Aquatic Non-Insects,N/A
SHR,6/29/2016 8:30,47253/1/1,Dytiscidae,4,4,Aquatic Insects,Adults
SHR,6/29/2016 8:30,47253/1/1,Lymnaeidae,4,4,Aquatic Non-Insects,N/A
SHR,6/29/2016 8:30,47253/1/1,Psocoptera,10,10,Terrestrial Insects,Larvae
SHR,6/29/2016 8:30,47253/1/1,Chironomidae,556,13,Aquatic Insects,Pupae
SHR,6/29/2016 8:30,47253/1/1,Chironomidae,556,543,Aquatic Insects,Larvae
SHR,6/29/2016 8:30,47253/1/1,Ceratopogonidae,28,24,Aquatic Insects,Pupae
SHR,6/29/2016 8:30,47253/1/1,Ceratopogonidae,28,4,Aquatic Insects,Larvae
SHR,6/29/2016 8:30,47253/1/1,Coleoptera,18,18,Terrestrial Insects,Adults
SHR,6/29/2016 8:30,47253/1/1,Thysanoptera,12,12,Terrestrial Insects,Adults
SHR,6/29/2016 8:30,47253/1/1,Planorbidae,2,2,Aquatic Non-Insects,N/A
SHR,6/29/2016 8:30,47253/1/1,Acari,1,1,Terrestrial Non-Insects,N/A
SHR,6/29/2016 8:30,47253/1/1,Lepidoptera,2,2,Terrestrial Insects,Adults
SHR,6/29/2016 8:30,47253/1/1,Caenidae,2,2,Aquatic Insects,Larvae
SHR,6/29/2016 8:30,47253/1/1,Diptera,667,666,Terrestrial Insects,Adults
SHR,6/29/2016 8:30,47253/1/1,Diptera,667,1,Terrestrial Insects,Larvae
SHR,6/29/2016 8:30,47253/1/1,Physidae,2,2,Aquatic Non-Insects,N/A
SHR,7/6/2016 8:25,47259/1/1,Baetidae,2,2,Aquatic Insects,Larvae
SHR,7/6/2016 8:25,47259/1/1,Ceratopogonidae,5,1,Aquatic Insects,Larvae
SHR,7/6/2016 8:25,47259/1/1,Ceratopogonidae,5,4,Aquatic Insects,Pupae
SHR,7/6/2016 8:25,47259/1/1,Hymenoptera,1,1,Terrestrial Insects,Adults
SHR,7/6/2016 8:25,47259/1/1,Chironomidae,14,10,Aquatic Insects,Larvae
SHR,7/6/2016 8:25,47259/1/1,Chironomidae,14,4,Aquatic Insects,Pupae
SHR,7/6/2016 8:25,47259/1/1,Diptera,60,60,Terrestrial Insects,Adults
SHR,7/6/2016 8:25,47259/1/1,Leptoceridae,3,3,Aquatic Insects,Larvae
SHR,7/6/2016 8:25,47259/1/1,Hydroptilidae,2,2,Aquatic Insects,Larvae
SHR,7/6/2016 8:25,47259/1/1,Corixidae,7,7,Aquatic Insects,Larvae
SHR,7/6/2016 8:25,47259/1/1,Hemiptera,1,1,Terrestrial Insects,Larvae
SHR,7/6/2016 8:25,47259/1/1,Lebertiidae,2,2,Aquatic Non-Insects,N/A
SHR,7/18/2016 8:25,47265/1/1,Leptoceridae,5,5,Aquatic Insects,Larvae
SHR,7/18/2016 8:25,47265/1/1,Diptera,5,5,Terrestrial Insects,Adults
SHR,7/18/2016 8:25,47265/1/1,Hygrobatidae,1,1,Aquatic Non-Insects,N/A
SHR,7/18/2016 8:25,47265/1/1,Lebertiidae,1,1,Aquatic Non-Insects,N/A
SHR,7/18/2016 8:25,47265/1/1,Corixidae,1,1,Aquatic Insects,Larvae
SHR,7/18/2016 8:25,47265/1/1,Elmidae,1,1,Aquatic Insects,Adults
SHR,7/18/2016 8:25,47265/1/1,Hydroptilidae,1,1,Aquatic Insects,Larvae
SHR,8/1/2016 8:59,47271/1/1,Mysidae,1,1,Aquatic Non-Insects,N/A
SHR,8/1/2016 8:59,47271/1/1,Diptera,18,18,Terrestrial Insects,Adults
SHR,8/1/2016 8:59,47271/1/1,Corixidae,2,2,Aquatic Insects,Larvae
SHR,8/1/2016 8:59,47271/1/1,Leptoceridae,9,9,Aquatic Insects,Larvae
SHR,8/1/2016 8:59,47271/1/1,Lebertiidae,2,2,Aquatic Non-Insects,N/A
SHR,8/1/2016 8:59,47271/1/1,Chironomidae,37,37,Aquatic Insects,Larvae
SHR,8/1/2016 8:59,47271/1/1,Turbellaria,6,6,Aquatic Non-Insects,N/A
SHR,8/1/2016 8:59,47271/1/1,Ephemeroptera,1,1,Aquatic Insects,Adults
SHR,8/1/2016 8:59,47271/1/1,Naididae,11,11,Aquatic Non-Insects,N/A
SHR,8/1/2016 8:59,47271/1/1,Mideopsidae,1,1,Aquatic Non-Insects,N/A
SHR,8/1/2016 8:59,47271/1/1,Gyrinidae,1,1,Aquatic Insects,Larvae
SHR,8/1/2016 8:59,47271/1/1,Hyalellidae,12,12,Aquatic Non-Insects,N/A
SHR,8/1/2016 8:59,47271/1/1,Hemiptera,1,1,Terrestrial Insects,Larvae
SHR,8/15/2016 9:05,47277/1/1,Leptohyphidae,1,1,Aquatic Insects,Larvae
SHR,8/15/2016 9:05,47277/1/1,Planorbidae,1,1,Aquatic Non-Insects,N/A
SHR,8/15/2016 9:05,47277/1/1,Hymenoptera,1,1,Terrestrial Insects,Adults
SHR,8/15/2016 9:05,47277/1/1,Hygrobatidae,1,1,Aquatic Non-Insects,N/A
SHR,8/15/2016 9:05,47277/1/1,Diptera,8,8,Terrestrial Insects,Adults
SHR,8/15/2016 9:05,47277/1/1,Hyalellidae,1,1,Aquatic Non-Insects,N/A
SHR,8/15/2016 9:05,47277/1/1,Leptoceridae,3,3,Aquatic Insects,Larvae
SHR,8/15/2016 9:05,47277/1/1,Lebertiidae,1,1,Aquatic Non-Insects,N/A
SHR,8/15/2016 9:05,47277/1/1,Chironomidae,6,6,Aquatic Insects,Larvae
SHR,8/15/2016 9:05,47277/1/1,Hydraenidae,1,1,Aquatic Insects,Adults
SHR,8/15/2016 9:05,47277/1/1,Coenagrionidae,1,1,Aquatic Insects,Larvae
SHR,8/29/2016 8:35,47283/1/1,Hydropsychidae,1,1,Aquatic Insects,Larvae
SHR,8/29/2016 8:35,47283/1/1,Caenidae,2,2,Aquatic Insects,Larvae
SHR,8/29/2016 8:35,47283/1/1,Turbellaria,8,8,Aquatic Non-Insects,N/A
SHR,8/29/2016 8:35,47283/1/1,Hygrobatidae,5,5,Aquatic Non-Insects,N/A
SHR,8/29/2016 8:35,47283/1/1,Physidae,3,3,Aquatic Non-Insects,N/A
SHR,8/29/2016 8:35,47283/1/1,Lebertiidae,2,2,Aquatic Non-Insects,N/A
SHR,8/29/2016 8:35,47283/1/1,Hyalellidae,23,23,Aquatic Non-Insects,N/A
SHR,8/29/2016 8:35,47283/1/1,Coenagrionidae,3,3,Aquatic Insects,Larvae
SHR,8/29/2016 8:35,47283/1/1,Leptohyphidae,1,1,Aquatic Insects,Larvae
SHR,8/29/2016 8:35,47283/1/1,Trichoptera,3,3,Aquatic Insects,Adults
SHR,8/29/2016 8:35,47283/1/1,Gyrinidae,1,1,Aquatic Insects,Larvae
SHR,8/29/2016 8:35,47283/1/1,Simuliidae,1,1,Aquatic Insects,Larvae
SHR,8/29/2016 8:35,47283/1/1,Lymnaeidae,1,1,Aquatic Non-Insects,N/A
SHR,8/29/2016 8:35,47283/1/1,Coleoptera,2,2,Terrestrial Insects,Adults
SHR,8/29/2016 8:35,47283/1/1,Leptoceridae,20,20,Aquatic Insects,Larvae
SHR,8/29/2016 8:35,47283/1/1,Hemiptera,6,6,Terrestrial Insects,Adults
SHR,8/29/2016 8:35,47283/1/1,Thysanoptera,2,2,Terrestrial Insects,Adults
SHR,8/29/2016 8:35,47283/1/1,Diptera,61,61,Terrestrial Insects,Adults
SHR,8/29/2016 8:35,47283/1/1,Corixidae,4,4,Aquatic Insects,Larvae
SHR,8/29/2016 8:35,47283/1/1,Hydroptilidae,1,1,Aquatic Insects,Larvae
SHR,8/29/2016 8:35,47283/1/1,Araneae,3,3,Terrestrial Non-Insects,N/A
SHR,8/29/2016 8:35,47283/1/1,Hymenoptera,4,4,Terrestrial Insects,Adults
SHR,8/29/2016 8:35,47283/1/1,Chironomidae,149,7,Aquatic Insects,Pupae
SHR,8/29/2016 8:35,47283/1/1,Chironomidae,149,142,Aquatic Insects,Larvae
SHR,9/12/2016 8:30,47289/1/1,Coleoptera,2,2,Terrestrial Insects,Adults
SHR,9/12/2016 8:30,47289/1/1,Pionidae,1,1,Aquatic Non-Insects,N/A
SHR,9/12/2016 8:30,47289/1/1,Hemiptera,47,47,Terrestrial Insects,Adults
SHR,9/12/2016 8:30,47289/1/1,Hymenoptera,9,9,Terrestrial Insects,Adults
SHR,9/12/2016 8:30,47289/1/1,Leptohyphidae,1,1,Aquatic Insects,Larvae
SHR,9/12/2016 8:30,47289/1/1,Hyalellidae,44,44,Aquatic Non-Insects,N/A
SHR,9/12/2016 8:30,47289/1/1,Corbiculidae,2,2,Aquatic Non-Insects,N/A
SHR,9/12/2016 8:30,47289/1/1,Coenagrionidae,1,1,Aquatic Insects,Larvae
SHR,9/12/2016 8:30,47289/1/1,Leptoceridae,1,1,Aquatic Insects,Larvae
SHR,9/12/2016 8:30,47289/1/1,Lepidoptera,1,1,Terrestrial Insects,Adults
SHR,9/12/2016 8:30,47289/1/1,Thysanoptera,1,1,Terrestrial Insects,Adults
SHR,9/12/2016 8:30,47289/1/1,Dytiscidae,5,5,Aquatic Insects,Adults
SHR,9/12/2016 8:30,47289/1/1,Planorbidae,1,1,Aquatic Non-Insects,N/A
SHR,9/12/2016 8:30,47289/1/1,Hydroptilidae,2,2,Aquatic Insects,Pupae
SHR,9/12/2016 8:30,47289/1/1,Trichoptera,1,1,Aquatic Insects,Adults
SHR,9/12/2016 8:30,47289/1/1,Chironomidae,478,2,Aquatic Insects,Pupae
SHR,9/12/2016 8:30,47289/1/1,Chironomidae,478,476,Aquatic Insects,Larvae
SHR,9/12/2016 8:30,47289/1/1,Neuroptera,1,1,Terrestrial Insects,Larvae
SHR,9/12/2016 8:30,47289/1/1,Hygrobatidae,1,1,Aquatic Non-Insects,N/A
SHR,9/12/2016 8:30,47289/1/1,Gyrinidae,1,1,Aquatic Insects,Larvae
SHR,9/12/2016 8:30,47289/1/1,Ephemeroptera,1,1,Aquatic Insects,Adults
SHR,9/12/2016 8:30,47289/1/1,Lebertiidae,1,1,Aquatic Non-Insects,N/A
SHR,9/12/2016 8:30,47289/1/1,Araneae,3,3,Terrestrial Non-Insects,N/A
SHR,9/12/2016 8:30,47289/1/1,Diptera,25,25,Terrestrial Insects,Adults
SHR,9/19/2016 9:27,47295/1/1,Hemiptera,266,266,Terrestrial Insects,Adults
SHR,9/19/2016 9:27,47295/1/1,Hydroptilidae,1,1,Aquatic Insects,Pupae
SHR,9/19/2016 9:27,47295/1/1,Diptera,270,270,Terrestrial Insects,Adults
SHR,9/19/2016 9:27,47295/1/1,Psocoptera,2,2,Terrestrial Insects,Adults
SHR,9/19/2016 9:27,47295/1/1,Thysanoptera,1,1,Terrestrial Insects,Adults
SHR,9/19/2016 9:27,47295/1/1,Ceratopogonidae,2,2,Aquatic Insects,Pupae
SHR,9/19/2016 9:27,47295/1/1,Trichoptera,14,14,Aquatic Insects,Adults
SHR,9/19/2016 9:27,47295/1/1,Chironomidae,1010,23,Aquatic Insects,Pupae
SHR,9/19/2016 9:27,47295/1/1,Chironomidae,1010,987,Aquatic Insects,Larvae
SHR,9/19/2016 9:27,47295/1/1,Caenidae,1,1,Aquatic Insects,Larvae
SHR,9/19/2016 9:27,47295/1/1,Physidae,4,4,Aquatic Non-Insects,N/A
SHR,9/19/2016 9:27,47295/1/1,Corbiculidae,1,1,Aquatic Non-Insects,N/A
SHR,9/19/2016 9:27,47295/1/1,Simuliidae,1,1,Aquatic Insects,Pupae
SHR,9/19/2016 9:27,47295/1/1,Coenagrionidae,16,16,Aquatic Insects,Larvae
SHR,9/19/2016 9:27,47295/1/1,Empididae,1,1,Aquatic Insects,Larvae
SHR,9/19/2016 9:27,47295/1/1,Stratiomyidae,1,1,Aquatic Insects,Larvae
SHR,9/19/2016 9:27,47295/1/1,Lymnaeidae,3,3,Aquatic Non-Insects,N/A
SHR,9/19/2016 9:27,47295/1/1,Planorbidae,28,28,Aquatic Non-Insects,N/A
SHR,9/19/2016 9:27,47295/1/1,Ephemeroptera,4,4,Aquatic Insects,Adults
SHR,9/19/2016 9:27,47295/1/1,Leptoceridae,19,19,Aquatic Insects,Larvae
SHR,9/19/2016 9:27,47295/1/1,Corixidae,6,5,Aquatic Insects,Larvae
SHR,9/19/2016 9:27,47295/1/1,Corixidae,6,1,Aquatic Insects,Adults
SHR,9/19/2016 9:27,47295/1/1,Araneae,15,15,Terrestrial Non-Insects,N/A
SHR,9/19/2016 9:27,47295/1/1,Dytiscidae,9,9,Aquatic Insects,Adults
SHR,9/19/2016 9:27,47295/1/1,Hymenoptera,31,31,Terrestrial Insects,Adults
SHR,9/19/2016 9:27,47295/1/1,Coleoptera,17,17,Terrestrial Insects,Adults
SHR,9/19/2016 9:27,47295/1/1,Turbellaria,4,4,Aquatic Non-Insects,N/A
SHR,9/19/2016 9:27,47295/1/1,Hyalellidae,64,64,Aquatic Non-Insects,N/A
SHR,10/5/2016 10:25,47304/1/1,Naididae,1,1,Aquatic Non-Insects,N/A
SHR,10/5/2016 10:25,47304/1/1,Hygrobatidae,1,1,Aquatic Non-Insects,N/A
SHR,10/5/2016 10:25,47304/1/1,Hyalellidae,3,3,Aquatic Non-Insects,N/A
SHR,10/5/2016 10:25,47304/1/1,Lepidoptera,2,2,Terrestrial Insects,Larvae
SHR,10/5/2016 10:25,47304/1/1,Chironomidae,1,1,Aquatic Insects,Pupae
SHR,10/5/2016 10:25,47304/1/1,Hemiptera,12,12,Terrestrial Insects,Adults
SHR,10/5/2016 10:25,47304/1/1,Diptera,8,8,Terrestrial Insects,Adults
SHR,10/5/2016 10:25,47304/1/1,Hymenoptera,1,1,Terrestrial Insects,Adults
SHR,10/19/2016 10:30,47310/1/1,Hyalellidae,1,1,Aquatic Non-Insects,N/A
SHR,10/19/2016 10:30,47310/1/1,Naididae,2,2,Aquatic Non-Insects,N/A
SHR,10/19/2016 10:30,47310/1/1,Chironomidae,4,4,Aquatic Insects,Pupae
SHR,10/19/2016 10:30,47310/1/1,Corophiidae,1,1,Aquatic Non-Insects,N/A
SHR,10/19/2016 10:30,47310/1/1,Dytiscidae,3,3,Aquatic Insects,Adults
SHR,10/19/2016 10:30,47310/1/1,Corixidae,1,1,Aquatic Insects,Larvae
SHR,10/19/2016 10:30,47310/1/1,Diptera,17,17,Terrestrial Insects,Adults
SHR,10/19/2016 10:30,47310/1/1,Araneae,3,3,Terrestrial Non-Insects,N/A
SHR,10/19/2016 10:30,47310/1/1,Hemiptera,9,9,Terrestrial Insects,Adults
SHR,11/1/2016 10:01,47316/1/1,Leptoceridae,7,7,Aquatic Insects,Larvae
SHR,11/1/2016 10:01,47316/1/1,Diptera,21,1,Terrestrial Insects,Larvae
SHR,11/1/2016 10:01,47316/1/1,Diptera,21,18,Terrestrial Insects,Adults
SHR,11/1/2016 10:01,47316/1/1,Diptera,21,2,Terrestrial Insects,Pupae
SHR,11/1/2016 10:01,47316/1/1,Trichoptera,1,1,Aquatic Insects,Adults
SHR,11/1/2016 10:01,47316/1/1,Araneae,2,2,Terrestrial Non-Insects,N/A
SHR,11/1/2016 10:01,47316/1/1,Physidae,2,2,Aquatic Non-Insects,N/A
SHR,11/1/2016 10:01,47316/1/1,Hyalellidae,10,10,Aquatic Non-Insects,N/A
