InvertCatchID,InvertDataID,OrganismID,Count,InvertCode,Classification,Order,Family,Larvae,Pupae,Nymphs,Emergents,Adults,NA
6324,789,152,3,,,,,,,,,,3
6325,789,71,27,,,,,,,,,27,
6326,789,63,9,,,,,2,,,,7,
6327,789,64,21,,,,,1,2,,,18,
6328,789,73,1,,,,,1,,,,,
6329,789,68,1,,,,,,,,,,1
6330,789,66,9,,,,,1,,,,8,
6331,789,85,3,,,,,,,,,3,
6332,789,157,2,,,,,,,,,,2
6333,788,106,1,,,,,,,,,,1
6334,788,21,2,,,,,,,,,,2
6335,788,104,1,,,,,,,,,,1
6336,788,71,2,,,,,2,,,,,
6337,788,64,7,,,,,,,,,7,
6338,788,68,6,,,,,,,,,,6
6339,787,56,1,,,,,1,,,,,
6340,787,159,2,,,,,,,,,2,
6341,787,46,1,,,,,1,,,,,
6342,787,34,1,,,,,1,,,,,
6344,787,106,1,,,,,,,,,,1
6345,787,20,2,,,,,,,,,,2
6346,787,10,1,,,,,,,,,,1
6347,787,15,3,,,,,,,,,,3
6348,787,120,1,,,,,,,,,,1
6349,787,71,2,,,,,,,,,2,
6350,787,64,16,,,,,,,,,16,
6351,785,46,1,,,,,1,,,,,
6352,785,44,20,,,,,20,,,,,
6353,785,21,2,,,,,,,,,,2
6354,785,169,1,,,,,,,,,,1
6355,785,9,1,,,,,,,,,,1
6356,785,15,7,,,,,,,,,,7
6357,785,120,4,,,,,,,,,,4
6358,785,71,4,,,,,2,,,,2,
6359,785,63,7,,,,,2,,,,5,
6360,785,64,18,,,,,,2,,,16,
6361,785,68,1,,,,,,,,,,1
6362,785,66,4,,,,,,,,,4,
6363,785,126,1,,,,,,,,,,1
6364,785,57,1,,,,,,,,,,1
6365,773,44,3,,,,,3,,,,,
6366,773,34,6,,,,,,6,,,,
6367,773,19,1,,,,,,,,,,1
6368,773,11,1,,,,,,,,,,1
6369,773,15,2,,,,,,,,,,2
6370,773,104,2,,,,,,,,,,2
6371,773,120,1,,,,,,,,,,1
6372,773,175,1,,,,,,,,,,1
6373,773,71,3,,,,,1,,,,2,
6374,773,63,1,,,,,,,,,1,
6375,773,64,4,,,,,,,,,4,
6376,773,66,4,,,,,,,,,4,
6377,773,157,3,,,,,,,,,,3
6378,774,56,1,,,,,1,,,,,
6379,774,159,1,,,,,,,,,1,
6380,774,104,1,,,,,,,,,,1
6381,774,71,37,,,,,10,,,,27,
6382,774,63,4,,,,,,,,,4,
6383,774,64,7,,,,,,,,,7,
6384,774,66,5,,,,,,,,,5,
6385,774,85,3,,,,,,,,,3,
6386,774,57,1,,,,,,,,,,1
6387,774,157,1,,,,,,,,,,1
6389,775,46,1,,,,,1,,,,,
6390,775,44,1,,,,,1,,,,,
6391,775,34,2,,,,,1,1,,,,
6392,775,15,1,,,,,,,,,,1
6393,775,13,1,,,,,,,,,,1
6394,775,71,136,,,,,,,,,136,
6395,775,63,1,,,,,,,,,1,
6396,775,64,1,,,,,,,,,1,
6397,775,66,2,,,,,,,,,2,
6398,775,74,1,,,,,1,,,,,
6399,775,67,1,,,,,,,,,1,
6400,775,85,5,,,,,,,,,5,
6401,782,159,1,,,,,,,,,1,
6402,782,4,1,,,,,,,,,,1
6403,782,15,3,,,,,,,,,,3
6404,782,104,1,,,,,,,,,,1
6405,782,94,1,,,,,,,,,,1
6406,782,71,91,,,,,,,,,91,
6407,782,63,1,,,,,,,,,1,
6408,782,64,8,,,,,,,,,8,
6409,782,66,3,,,,,,,,,3,
6410,782,85,2,,,,,,,,,2,
6411,782,157,1,,,,,,,,,,1
6412,777,46,1,,,,,1,,,,,
6413,777,34,2,,,,,2,,,,,
6414,777,71,153,,,,,,,,,153,
6415,777,63,6,,,,,2,,,,4,
6416,777,64,7,,,,,,,,,7,
6417,777,66,5,,,,,,,,,5,
6418,777,85,2,,,,,,,,,2,
6419,779,46,2,,,,,2,,,,,
6420,779,34,2,,,,,1,1,,,,
6421,779,15,1,,,,,,,,,,1
6422,779,71,241,,,,,,,,,241,
6423,779,63,7,,,,,2,,,,5,
6424,779,64,14,,,,,,,,,14,
6425,779,73,1,,,,,1,,,,,
6426,779,66,2,,,,,,,,,2,
6427,779,85,3,,,,,,,,,3,
6428,779,157,1,,,,,,,,,,1
6429,783,46,2,,,,,2,,,,,
6430,783,44,1,,,,,1,,,,,
6431,783,34,1,,,,,1,,,,,
6432,783,4,1,,,,,,,,,,1
6433,783,18,1,,,,,,,,,,1
6434,783,71,44,,,,,,,,,44,
6435,783,63,5,,,,,,,,,5,
6436,783,64,13,,,,,,,,,13,
6437,783,68,1,,,,,,,,,,1
6438,783,66,3,,,,,,,,,3,
6439,783,85,3,,,,,,,,,3,
6441,790,34,1,,,,,,1,,,,
6442,790,21,2,,,,,,,,,,2
6443,790,94,1,,,,,,,,,,1
6444,790,71,4,,,,,,,,,4,
6445,790,63,1,,,,,,,,,1,
6446,790,64,1,,,,,,,,,1,
6447,790,68,3,,,,,,,,,,3
6448,790,66,2,,,,,,,,,2,
6449,786,34,5,,,,,5,,,,,
6450,786,4,1,,,,,,,,,,1
6451,786,21,1,,,,,,,,,,1
6452,786,18,1,,,,,,,,,,1
6453,786,64,1,,,,,,,,,1,
6454,786,157,1,,,,,,,,,,1
6455,770,41,2,,,,,2,,,,,
6456,770,144,2,,,,,,,,,2,
6457,770,19,5,,,,,,,,,,5
6458,770,77,1,,,,,,,,,,1
6459,770,123,4,,,,,,,,,,4
6460,770,71,6,,,,,1,,,,2,
6461,770,66,3,,,,,,,,,3,
6462,770,157,3,,,,,,,,,,3
6463,775,177,1,,,,,,,,,,1
6464,786,177,1,,,,,,,,,,1
6465,777,176,1,,,,,,,,,,1
6467,784,30,5,,,,,,,,,5,
6468,778,30,9,,,,,,,,,9,
6469,781,30,3,,,,,,,,,3,
6470,789,30,23,,,,,,,,,23,
6471,787,30,2,,,,,,,,,2,
6472,772,51,1,,,,,1,,,,,
6473,776,51,1,,,,,1,,,,,
6474,784,51,1,,,,,1,,,,,
6475,784,52,,,,,,,,,,,
6476,771,52,1,,,,,,,,,1,
6477,789,52,1,,,,,,,,,1,
6478,787,1,1,,,,,,,,,,1
6479,785,177,1,,,,,,,,,,1
6480,837,44,1,,,,,,,,,1,
6481,837,52,1,,,,,,,,,1,
6482,837,30,3,,,,,,,,,3,
6483,837,34,70,,,,,4,8,,,58,
6484,837,37,1,,,,,,,,,1,
6485,837,2,8,,,,,,,,,,8
6486,837,20,5,,,,,,,,,,5
6487,791,44,1,,,,,,,,,,
6488,791,34,1,,,,,1,,,,1,
6489,791,21,2,,,,,,,,,,2
6490,791,71,1,,,,,1,,,,,
6491,791,64,2,,,,,,,,,2,
6493,791,85,1,,,,,,,,,1,
6494,791,57,1,,,,,,,,,,1
6496,794,48,1,,,,,1,,,,,
6497,794,159,2,,,,,,,,,2,
6498,794,44,76,,,,,51,,,,25,
6499,794,45,1,,,,,1,,,,,
6500,794,30,177,,,,,1,,,,176,
6501,794,34,279,,,,,30,8,,,241,
6502,794,32,3,,,,,,3,,,,
6503,794,49,25,,,,,4,21,,,,
6504,794,35,1,,,,,,,,,1,
6505,794,37,51,,,,,,47,,,4,
6506,794,54,2,,,,,2,,,,,
6507,794,39,5,,,,,3,2,,,,
6508,794,2,59,,,,,,,,,,59
6509,794,4,1,,,,,,,,,,1
6510,794,20,124,,,,,,,,,,124
6511,794,169,4,,,,,,,,,,4
6512,794,15,5,,,,,,,,,,5
6513,794,130,6,,,,,,,,,,6
6514,794,17,2,,,,,,,,,,2
6515,794,152,2,,,,,,,,,,2
6516,794,71,215,,,,,,,,,215,
6517,794,63,3996,,,,,17,,,,3979,
6518,794,64,319,,,,,26,112,,,181,
6520,794,73,12,,,,,12,,,,,
6521,794,68,258,,,,,,,,,,258
6522,794,69,17,,,,,16,,,,1,
6523,794,66,124,,,,,1,2,,,121,
6524,794,74,1,,,,,1,,,,,
6525,794,108,114,,,,,114,,,,,
6526,794,67,13,,,,,8,,,,5,
6527,794,85,3,,,,,,,,,3,
6528,794,70,1,,,,,,,,,,1
6529,794,57,107,,,,,,,,,,107
6530,794,157,319,,,,,,,,,,319
6531,794,143,4,,,,,,,,,,4
6533,795,44,24,,,,,3,,,,21,
6534,795,30,10,,,,,2,,,,8,
6535,795,34,8,,,,,2,1,,,5,
6536,795,49,33,,,,,30,3,,,,
6537,795,37,2,,,,,,1,,,1,
6538,795,39,1,,,,,1,,,,,
6539,795,2,5,,,,,,,,,,5
6540,795,4,8,,,,,,,,,,8
6541,795,20,39,,,,,,,,,,39
6542,795,21,1,,,,,,,,,,1
6543,795,168,1,,,,,,,,,,1
6544,795,154,3,,,,,,,,,,3
6545,795,153,19,,,,,,,,,,19
6546,795,15,5,,,,,,,,,,5
6547,795,71,2,,,,,2,,,,,
6548,795,63,16,,,,,,1,,,15,
6550,795,64,2,,,,,2,,,,,
6551,795,68,23,,,,,,,,,,23
6552,795,66,1,,,,,,,,,1,
6553,795,157,13,,,,,,,,,,13
6554,792,107,1,,,,,1,,,,,
6555,792,93,1,,,,,1,,,,,
6556,792,46,1,,,,,1,,,,,
6557,792,44,1,,,,,,,,,1,
6558,792,34,3,,,,,3,,,,,
6559,792,15,1,,,,,,,,,,1
6560,792,103,1,,,,,,,,,,1
6561,792,77,1,,,,,,,,,,1
6562,792,71,1,,,,,,,,,1,
6563,792,68,6,,,,,,,,,,6
6564,792,66,5,,,,,,,,,5,
6565,793,41,1,,,,,1,,,,,
6566,793,48,1,,,,,1,,,,,
6567,793,56,2,,,,,2,,,,,
6568,793,30,1,,,,,,,,,1,
6569,793,34,3,,,,,1,,,,2,
6570,793,50,1,,,,,1,,,,,
6572,793,21,1,,,,,,,,,,1
6574,793,157,1,,,,,,,,,,1
6575,793,71,1,,,,,,,,,1,
6576,793,66,11,,,,,,,,,11,
6577,796,34,1,,,,,1,,,,,
6578,796,63,1,,,,,,,,,1,
6579,796,66,2,,,,,,,,,2,
6580,837,130,1,,,,,,,,,,1
6581,837,71,1,,,,,,,,,1,
6582,837,63,9,,,,,,1,,,8,
6583,837,64,8,,,,,1,6,,,1,
6584,837,68,1,,,,,,,,,,1
6585,837,66,1,,,,,,,,,1,
6586,837,57,2,,,,,,,,,,2
6587,837,157,19,,,,,,,,,,19
6588,836,44,2,,,,,1,,,,1,
6589,836,30,4,,,,,,,,,4,
6590,836,52,2,,,,,,,,,2,
6591,836,34,127,,,,,,8,,,119,
6592,836,49,1,,,,,1,,,,,
6593,836,2,1,,,,,,,,,,1
6594,836,63,2,,,,,,,,,2,
6595,836,64,4,,,,,1,3,,,,
6596,836,68,1,,,,,,,,,,1
6598,836,157,3,,,,,,,,,,3
6599,835,44,2,,,,,1,,,,1,
6600,835,30,34,,,,,1,,,,33,
6601,835,52,4,,,,,,,,,4,
6602,835,34,454,,,,,2,7,,,445,
6603,835,2,10,,,,,,,,,,10
6604,835,4,1,,,,,,,,,,1
6605,835,20,66,,,,,,,,,,66
6606,835,130,1,,,,,,,,,,1
6607,835,63,27,,,,,,,,,27,
6608,835,64,9,,,,,,8,,,1,
6609,835,68,7,,,,,,,,,,7
6610,835,66,1,,,,,,,,,1,
6611,835,157,1,,,,,,,,,,1
6612,834,44,2,,,,,2,,,,,
6613,834,30,2,,,,,1,,,,1,
6614,834,34,338,,,,,,4,,,334,
6615,834,49,1,,,,,1,,,,,
6616,834,2,5,,,,,,,,,,5
6617,834,20,3,,,,,,,,,,3
6618,834,169,3,,,,,,,,,,3
6620,834,63,7,,,,,1,,,,6,
6621,834,66,1,,,,,,,,,1,
6622,834,157,1,,,,,,,,,,1
6623,840,44,4,,,,,2,,,,2,
6624,840,45,1,,,,,,,,,1,
6625,840,30,1,,,,,,,,,1,
6626,840,34,63,,,,,1,,,,62,
6627,840,49,1,,,,,1,,,,,
6628,840,2,6,,,,,,,,,6,
6629,840,154,15,,,,,,,,,,15
6630,840,153,6,,,,,,,,,,6
6631,840,15,1,,,,,,,,,,1
6632,840,68,2,,,,,,,,,,2
6633,839,44,8,,,,,5,,,,3,
6634,839,30,5,,,,,3,,,,2,
6635,839,52,1,,,,,,,,,1,
6636,839,34,372,,,,,2,4,,,366,
6637,839,2,26,,,,,,,,,,26
6638,839,20,37,,,,,,,,,,37
6639,839,10,1,,,,,,,,,,1
6640,839,154,1,,,,,,,,,,1
6641,839,153,11,,,,,,,,,,11
6642,839,15,1,,,,,,,,,,1
6643,839,63,12,,,,,1,,,,11,
6644,839,64,2,,,,,,,,,2,
6646,839,157,1,,,,,,,,,,1
6647,838,30,2,,,,,,,,,2,
6648,838,52,1,,,,,,,,,1,
6649,838,34,353,,,,,1,9,,,343,
6650,838,2,2,,,,,,,,,,2
6651,838,20,13,,,,,,,,,,13
6652,838,118,1,,,,,,,,,,1
6653,838,63,1,,,,,,,,,1,
6654,838,64,9,,,,,2,5,,,2,
6655,838,157,4,,,,,,,,,,4
6656,841,44,3,,,,,2,,,,1,
6657,841,30,7,,,,,,,,,7,
6658,841,34,539,,,,,,26,,,513,
6659,841,2,25,,,,,,,,,,25
6660,841,20,15,,,,,,,,,,15
6661,841,130,2,,,,,,,,,,2
6663,841,71,1,,,,,,,,,1,
6664,841,63,8,,,,,2,,,,6,
6665,841,64,6,,,,,2,3,,,1,
6666,841,68,1,,,,,,,,,,1
6667,841,66,1,,,,,,,,,1,
6668,841,157,1,,,,,,,,,,1
6669,844,71,2,,,,,,,,,2,
6670,844,30,4,,,,,,,,,4,
6671,844,34,356,,,,,2,5,,,349,
6673,844,2,1,,,,,,,,,,1
6674,844,20,9,,,,,,,,,,9
6675,844,169,1,,,,,,,,,,1
6677,844,63,1,,,,,,,,,1,
6678,844,68,1,,,,,,,,,,1
6679,844,66,1,,,,,,,,,1,
6680,844,57,1,,,,,,,,,,1
6681,844,157,3,,,,,,,,,,3
6682,843,93,1,,,,,1,,,,,
6683,843,44,19,,,,,19,,,,,
6684,843,30,4,,,,,1,,,,4,
6685,843,34,2098,,,,,1,6,,,2091,
6686,843,2,8,,,,,,,,,,8
6687,843,4,3,,,,,,,,,,3
6688,843,20,255,,,,,,,,,,255
6689,843,10,1,,,,,,,,,,1
6690,843,154,1,,,,,,,,,,1
6691,843,153,12,,,,,,,,,,12
6692,843,118,4,,,,,,,,,,4
6693,843,71,6,,,,,,,,,6,
6694,843,63,5,,,,,,,,,5,
6695,843,64,2,,,,,,,,,2,
6696,843,66,3,,,,,,2,,,1,
6698,843,157,2,,,,,,,,,,2
6699,842,88,1,,,,,,,,,1,
6700,842,30,2,,,,,,,,,2,
6701,842,34,1745,,,,,2,13,,,1730,
6702,842,20,85,,,,,,,,,,85
6703,842,118,1,,,,,,,,,,1
6704,842,71,5,,,,,,,,,5,
6705,842,63,7,,,,,2,,,,5,
6706,842,64,1,,,,,,,,,1,
6707,842,157,2,,,,,,,,,,2
6708,848,44,57,,,,,28,,,,29,
6709,848,30,26,,,,,,,,,26,
6710,848,52,2,,,,,,,,,2,
6711,848,34,373,,,,,1,3,,,369,
6712,848,37,2,,,,,,,,,2,
6713,848,2,11,,,,,,,,,,11
6714,848,20,6,,,,,,,,,,6
6715,848,153,3,,,,,,,,,,3
6716,848,63,35,,,,,,,,,35,
6717,848,64,15,,,,,,,,,15,
6718,848,68,46,,,,,,,,,,46
6719,848,66,3,,,,,,,,,3,
6721,848,57,1,,,,,,,,,,1
6722,848,157,3,,,,,,,,,,3
6723,847,93,2,,,,,2,,,,,
6724,847,46,3,,,,,3,,,,,
6725,847,44,33,,,,,4,,,,29,
6726,847,30,19,,,,,1,,,,18,
6727,847,52,4,,,,,,,,,4,
6728,847,34,525,,,,,4,20,,,501,
6729,847,37,1,,,,,,1,,,,
6730,847,39,2,,,,,2,,,,,
6731,847,2,6,,,,,,,,,,6
6732,847,20,17,,,,,,,,,,17
6733,847,10,1,,,,,,,,,,1
6735,847,71,1,,,,,,,,,1,
6736,847,63,11,,,,,,,,,11,
6737,847,64,17,,,,,3,,,,14,
6738,847,68,6,,,,,,,,,,6
6739,846,46,1,,,,,1,,,,,
6740,846,44,4,,,,,2,,,,2,
6741,846,30,1,,,,,,,,,1,
6742,846,34,354,,,,,2,22,,,330,
6743,846,37,1,,,,,,,,,1,
6744,846,2,25,,,,,,,,,,25
6745,846,20,29,,,,,,,,,,29
6746,846,21,1,,,,,,,,,,1
6747,846,130,9,,,,,,,,,,9
6748,846,94,,,,,,,,,,,
6749,846,71,2,,,,,,,,,2,
6750,846,63,11,,,,,1,,,,10,
6751,846,64,7,,,,,3,3,,,1,
6752,846,66,1,,,,,,,,,1,
6753,846,99,,,,,,,,,,,
6754,846,57,3,,,,,,,,,,3
6755,846,157,1,,,,,,,,,,1
6756,845,157,4,,,,,,,,,,4
6757,845,46,2,,,,,2,,,,,
6758,845,44,1,,,,,,,,,1,
6759,845,30,3,,,,,,,,,3,
6760,845,34,1166,,,,,3,103,,,1060,
6761,845,37,2,,,,,,,,,2,
6762,845,2,20,,,,,,,,,,20
6763,845,3,1,,,,,,,,,,1
6764,845,20,3,,,,,,,,,,3
6765,845,148,1,,,,,,,,,,1
6766,845,130,17,,,,,,,,,,17
6767,845,91,,,,,,,,,,,
6768,845,71,1,,,,,,,,,1,
6769,845,63,30,,,,,2,,,,28,
6770,845,64,25,,,,,5,1,,,19,
6771,845,68,5,,,,,,,,,,5
6772,845,66,7,,,,,,1,,,6,
6773,845,59,1,,,,,,,,,,1
6774,852,44,15,,,,,15,,,,,
6775,852,34,33,,,,,,,,,33,
6776,852,32,1,,,,,,1,,,,
6777,852,71,2,,,,,1,,,,1,
6778,852,63,1,,,,,,,,,1,
6779,852,64,3,,,,,,,,,3,
6780,852,100,,,,,,,,,,,
6781,852,157,2,,,,,,,,,,2
6782,851,93,1,,,,,1,,,,,
6783,851,46,1,,,,,1,,,,,
6784,851,44,6,,,,,5,,,,1,
6785,851,30,2,,,,,1,,,,1,
6786,851,34,191,,,,,,4,,,187,
6787,851,37,1,,,,,,,,,1,
6789,851,2,9,,,,,,,,,,9
6790,851,20,29,,,,,,,,,,29
6791,851,21,1,,,,,,,,,,1
6792,851,148,1,,,,,,,,,,1
6794,851,71,11,,,,,,,,,11,
6795,851,63,4,,,,,,,,,4,
6796,851,64,22,,,,,,,,,22,
6797,851,157,1,,,,,,,,,,1
6798,850,93,1,,,,,1,,,,,
6799,850,46,3,,,,,3,,,,,
6800,850,44,9,,,,,7,,,,2,
6801,850,30,1,,,,,,,,,1,
6802,850,34,199,,,,,2,8,,,189,
6803,850,37,1,,,,,,,,,1,
6804,850,39,1,,,,,1,,,,,
6805,850,2,4,,,,,,,,,,4
6806,850,20,15,,,,,,,,,,15
6807,850,130,2,,,,,,,,,,2
6808,850,71,17,,,,,,,,,17,
6809,850,63,1,,,,,,,,,1,
6810,850,64,17,,,,,,1,,,16,
6811,850,66,1,,,,,,,,,1,
6812,850,65,,,,,,,,,,,
6813,850,60,1,,,,,,,,,,1
6814,849,157,2,,,,,,,,,,2
6815,849,30,2,,,,,,,,,2,
6816,849,52,1,,,,,,,,,1,
6817,849,34,918,,,,,,17,,,901,
6818,849,49,1,,,,,1,,,,,
6819,849,37,2,,,,,,,,,2,
6820,849,2,2,,,,,,,,,,2
6821,849,20,5,,,,,,,,,,5
6822,849,71,28,,,,,,,,,28,
6823,849,63,4,,,,,,,,,4,
6824,849,64,78,,,,,,3,,,75,
6825,849,68,3,,,,,,,,,,3
6826,849,66,3,,,,,,,,,3,
6827,856,44,11,,,,,11,,,,,
6828,856,34,218,,,,,,4,,,214,
6829,856,20,15,,,,,,,,,,15
6830,856,153,1,,,,,,,,,,1
6831,856,148,1,,,,,,,,,,1
6833,856,63,2,,,,,1,,,,1,
6834,856,64,3,,,,,1,,,,2,
6835,856,157,2,,,,,,,,,,2
6836,855,46,1,,,,,1,,,,,
6837,855,30,1,,,,,,,,,1,
6838,855,34,565,,,,,1,16,,,548,
6839,855,37,1,,,,,,,,,1,
6840,855,20,63,,,,,,,,,,63
6841,855,63,2,,,,,1,,,,1,
6842,855,64,1,,,,,,,,,1,
6843,855,157,6,,,,,,,,,,6
6844,854,34,307,,,,,1,10,,,396,
6845,854,2,2,,,,,,,,,,2
6846,854,20,44,,,,,,,,,,44
6847,854,154,1,,,,,,,,,,1
6848,854,148,1,,,,,,,,,,1
6849,854,71,1,,,,,,,,,1,
6850,854,64,2,,,,,,,,,2,
6851,854,68,1,,,,,,,,,,1
6852,853,44,2,,,,,2,,,,,
6853,853,34,334,,,,,,17,,,317,
6854,853,37,1,,,,,,,,,1,
6855,853,2,2,,,,,,,,,,2
6856,853,20,2,,,,,,,,,,2
6857,853,157,2,,,,,,,,,,2
6858,859,44,1,,,,,1,,,,,
6859,859,34,1054,,,,,1,22,,,1031,
6860,859,32,1,,,,,,,,,1,
6861,859,37,5,,,,,,,,,5,
6862,859,2,1,,,,,,,,,,1
6863,859,20,86,,,,,,,,,,86
6864,859,168,1,,,,,,,,,,1
6865,859,153,5,,,,,,,,,,5
6866,859,71,3,,,,,1,,,,2,
6867,859,64,6,,,,,,1,,,5,
6868,859,157,1,,,,,,,,,,1
6869,858,34,584,,,,,1,17,,,566,
6870,858,37,1,,,,,,,,,1,
6871,858,2,2,,,,,,,,,,2
6872,858,20,53,,,,,,,,,,53
6873,858,21,1,,,,,,,,,,1
6874,858,71,1,,,,,,,,,1,
6875,858,64,2,,,,,,,,,2,
6876,858,157,2,,,,,,,,,,2
6877,857,44,1,,,,,1,,,,,
6878,857,34,1288,,,,,,53,,,1235,
6880,857,2,3,,,,,,,,,,3
6881,857,20,16,,,,,,,,,,16
6882,857,64,4,,,,,,,,,4,
6883,857,157,2,,,,,,,,,,2
6884,862,44,4,,,,,4,,,,,
6885,862,34,387,,,,,,16,,,371,
6886,862,2,2,,,,,,,,,,2
6887,862,20,50,,,,,,,,,,50
6888,862,153,1,,,,,,,,,,1
6889,862,15,3,,,,,,,,,,3
6890,862,130,2,,,,,,,,,,2
6891,862,71,1,,,,,,,,,1,
6892,862,64,4,,,,,,4,,,,
6893,862,85,1,,,,,,,,,1,
6894,862,157,1,,,,,,,,,,1
6895,861,144,1,,,,,,,,,1,
6896,861,44,1,,,,,,,,,1,
6897,861,34,212,,,,,1,16,,,195,
6898,861,32,3,,,,,,3,,,,
6899,861,2,2,,,,,,,,,,2
6900,861,20,65,,,,,,,,,,65
6901,861,153,2,,,,,,,,,,2
6902,861,164,1,,,,,,,,,,1
6903,861,64,1,,,,,,1,,,,
6904,860,46,3,,,,,3,,,,,
6905,860,44,1,,,,,1,,,,,
6906,860,30,3,,,,,,,,,3,
6907,860,34,549,,,,,,10,,,539,
6908,860,32,6,,,,,,4,,,2,
6909,860,37,1,,,,,,,,,1,
6910,860,2,2,,,,,,,,,,2
6911,860,4,1,,,,,,,,,,1
6912,860,20,186,,,,,,,,,,186
6913,860,63,2,,,,,,,,,2,
6914,794,178,3,,,,,3,,,,,
6915,794,179,1,,,,,,,,,,1
6916,847,180,2,,,,,,,,,,2
6917,845,100,1,,,,,,,,,,1
6919,819,34,8,,,,,,3,,,5,
6920,819,10,1,,,,,,,,,,1
6921,881,41,1,,,,,1,,,,,
6922,881,107,1,,,,,1,,,,,
6923,881,56,1,,,,,1,,,,,
6924,881,34,3,,,,,1,,,,2,
6926,881,11,2,,,,,,,,,,2
6927,881,71,1,,,,,,,,,1,
6928,882,34,2,,,,,2,,,,,
6929,882,28,1,,,,,,,,,,1
6930,882,64,3,,,,,,,,,3,
6931,794,31,1,,,,,,,,,1,
6932,794,81,21,,,,,10,,,,11,
6933,795,80,1,,,,,,,,,1,
6934,795,81,1,,,,,,,,,1,
6935,795,161,2,,,,,,,,,,2
6936,837,81,1,,,,,,,,,1,
6937,840,81,1,,,,,,,,,1,
6938,841,81,2,,,,,,,,,2,
6939,842,81,1,,,,,,,,,1,
6940,848,81,6,,,,,,,,,6,
6941,847,81,3,,,,,,,,,3,
6942,851,81,1,,,,,1,,,,,
6943,862,81,1,,,,,,,,,1,
6944,861,81,1,,,,,,,,,1,
6945,797,107,3,,,,,3,,,,,
6946,797,34,3,,,,,1,1,,,1,
6947,797,37,1,,,,,,,,,1,
6948,797,86,1,,,,,,,,,,1
6949,797,9,1,,,,,,,,,,1
6950,797,15,4,,,,,,,,,,4
6951,797,2,2,,,,,,,,,,2
6952,797,63,1,,,,,,,,,1,
6953,797,64,1,,,,,,,,,1,
6954,797,66,3,,,,,,,,,3,
6956,800,34,2,,,,,1,1,,,,
6957,800,15,1,,,,,,,,,,1
6958,800,66,1,,,,,,,,,1,
6971,807,34,3,,,,,,,,,3,
6972,807,130,1,,,,,,,,,,1
6973,808,46,1,,,,,1,,,,,
6974,808,34,12,,,,,2,1,,,9,
6975,808,10,1,,,,,,,,,,1
6976,808,153,1,,,,,,,,,,1
6977,808,15,1,,,,,,,,,,1
6978,808,18,1,,,,,,,,,,1
6979,809,34,846,,,,,5,11,,,830,
6980,809,37,7,,,,,,,,,7,
6981,809,20,220,,,,,,,,,,220
6982,809,71,10,,,,,2,,,,8,
6983,809,63,12,,,,,,,,,12,
6985,809,64,8,,,,,,,,,8,
6987,809,66,4,,,,,,,,,4,
6988,809,67,1,,,,,,,,,1,
6989,810,44,1,,,,,,,,,1,
6990,810,30,1,,,,,,,,,1,
6991,810,34,718,,,,,1,1,,,716,
6992,810,37,27,,,,,,,,,27,
6993,810,20,355,,,,,,,,,,355
6994,810,153,4,,,,,,,,,,4
6995,810,118,3,,,,,,,,,,3
6996,810,119,1,,,,,,,,,,1
6997,810,123,1,,,,,,,,,,1
6998,810,94,1,,,,,,,,,,1
6999,810,148,1,,,,,,,,,,1
7000,810,164,26,,,,,,,,,,26
7001,810,71,19,,,,,,,,,19,
7002,810,63,2,,,,,,,,,2,
7004,810,64,3,,,,,,,,,3,
7006,810,73,1,,,,,1,,,,,
7007,810,66,3,,,,,,,,,3,
7008,810,67,1,,,,,,,,,1,
7009,814,34,7,,,,,,,,,7,
7010,814,10,1,,,,,,,,,,1
7011,814,77,1,,,,,,,,,,1
7012,814,148,2,,,,,,,,,,2
7013,814,64,1,,,,,,,,,1,
7014,817,88,1,,,,,,,,,1,
7015,817,34,12,,,,,2,5,,,5,
7016,817,10,6,,,,,,,,,,6
7017,817,15,1,,,,,,,,,,1
7018,817,71,1,,,,,1,,,,,
7019,817,63,2,,,,,1,,,,1,
7020,827,34,2,,,,,1,,,,1,
7021,827,20,2,,,,,,,,,,2
7022,827,10,1,,,,,,,,,,1
7023,827,66,1,,,,,,,,,1,
7024,824,19,3,,,,,,,,,,3
7025,824,10,1,,,,,,,,,,1
7026,824,157,1,,,,,,,,,,1
7027,822,9,1,,,,,,,,,,1
7028,822,2,17,,,,,,,,,,
7029,822,64,2,,,,,,,,,2,
7030,829,32,1,,,,,,1,,,,
7031,829,38,1,,,,,1,,,,,
7032,829,2,17,,,,,,,,,,
7033,799,44,1,,,,,,,,,1,
7034,799,30,13,,,,,,,,,13,
7035,799,52,2,,,,,,,,,2,
7036,799,34,6,,,,,3,1,,,2,
7037,799,2,17,,,,,,,,,,17
7038,799,63,28,,,,,,,,,28,
7039,801,44,4,,,,,1,,,,3,
7040,801,30,6,,,,,2,,,,4,
7041,801,34,35,,,,,2,9,,,24,
7042,801,37,1,,,,,,,,,1,
7043,801,2,2,,,,,,,,,,2
7044,801,20,14,,,,,,,,,,14
7045,801,118,1,,,,,,,,,,1
7046,801,71,1,,,,,1,,,,,
7047,801,63,4,,,,,,,,,4,
7048,802,30,2,,,,,,,,,2,
7049,802,52,1,,,,,,,,,1,
7050,802,34,13,,,,,,8,,,5,
7051,802,20,2,,,,,,,,,,2
7052,802,118,2,,,,,,,,,,2
7053,802,63,4,,,,,,,,,4,
7054,802,64,3,,,,,,,,,3,
7055,803,44,1,,,,,1,,,,,
