YBFMP,Date,Time,Station Code,Use sample code from FLIMS/WDL to connect field data and lab data,,,,,,DRIFT.COUNT,DRIFT.LIFE,,,,
YBFMP,6/7/2022,8:17,STTD,ES0622B0131,20220607_817_STTD_DRIFT,DRIFT,Drift Invertebrates,Leptoceridae,Aquatic Insect,1,Larvae,1.7999999999998018E-3,<0.001,NA,N
YBFMP,6/7/2022,8:17,STTD,ES0622B0131,20220607_817_STTD_DRIFT,DRIFT,Drift Invertebrates,Corophiidae,Aquatic Non-Insect,5,N/A,<0.001,<0.001,NA,N
YBFMP,6/21/2022,8:09,STTD,ES0622B0131,20220621_809_STTD_DRIFT,DRIFT,Drift Invertebrates,Actinopterygii,Aquatic Non-Insect,30,N/A,8.8999999999996859E-3,2.1999999999997577E-3,NA,N
YBFMP,6/21/2022,8:09,STTD,ES0622B0131,20220621_809_STTD_DRIFT,DRIFT,Drift Invertebrates,Oribatei,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,6/21/2022,8:09,STTD,ES0622B0131,20220621_809_STTD_DRIFT,DRIFT,Drift Invertebrates,Araneae,Terrestrial Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,6/21/2022,8:09,STTD,ES0622B0131,20220621_809_STTD_DRIFT,DRIFT,Drift Invertebrates,Pionidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,6/21/2022,8:09,STTD,ES0622B0131,20220621_809_STTD_DRIFT,DRIFT,Drift Invertebrates,Planorbidae,Aquatic Non-Insect,3,N/A,2.0999999999999908E-3,<0.001,NA,N
YBFMP,6/21/2022,8:09,STTD,ES0622B0131,20220621_809_STTD_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,2,Adults,<0.001,<0.001,NA,N
YBFMP,6/21/2022,8:09,STTD,ES0622B0131,20220621_809_STTD_DRIFT,DRIFT,Drift Invertebrates,Diptera,Unknown Insect,1,Pupae,1.6000000000002679E-3,<0.001,NA,N
YBFMP,6/21/2022,8:09,STTD,ES0622B0131,20220621_809_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,5,Larvae,<0.001,<0.001,NA,N
YBFMP,6/21/2022,8:09,STTD,ES0622B0131,20220621_809_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,13,Adults,1.9999999999997797E-3,<0.001,NA,N
YBFMP,6/21/2022,8:09,STTD,ES0622B0131,20220621_809_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,1,Nymphs,<0.001,<0.001,NA,N
YBFMP,6/21/2022,8:09,STTD,ES0622B0131,20220621_809_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,3,Adults,<0.001,<0.001,NA,N
YBFMP,6/21/2022,8:09,STTD,ES0622B0131,20220621_809_STTD_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,1,Nymphs,1.7999999999998018E-3,<0.001,NA,N
YBFMP,6/21/2022,8:09,STTD,ES0622B0131,20220621_809_STTD_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,1,Adults,3.4999999999998366E-3,<0.001,NA,N
YBFMP,6/21/2022,8:09,STTD,ES0622B0131,20220621_809_STTD_DRIFT,DRIFT,Drift Invertebrates,Veliidae,Terrestrial Insect,1,Nymphs,<0.001,<0.001,NA,N
YBFMP,6/21/2022,8:09,STTD,ES0622B0131,20220621_809_STTD_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,4,Adults,1.1000000000001009E-3,<0.001,NA,N
YBFMP,6/21/2022,8:09,STTD,ES0622B0131,20220621_809_STTD_DRIFT,DRIFT,Drift Invertebrates,Coenagrionidae,Aquatic Insect,3,Nymphs,<0.001,<0.001,NA,N
YBFMP,6/21/2022,8:09,STTD,ES0622B0131,20220621_809_STTD_DRIFT,DRIFT,Drift Invertebrates,Palaemonidae,Aquatic Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Actinopterygii,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Araneae,Terrestrial Non-Insect,13,N/A,4.5999999999999375E-3,<0.001,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Oligochaeta,Aquatic Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Lymnaeidae,Aquatic Non-Insect,1,N/A,2.4000000000001798E-3,<0.001,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Planorbidae,Aquatic Non-Insect,15,N/A,8.599999999999941E-3,4.9999999999998934E-3,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Amnicolidae,Aquatic Non-Insect,5,N/A,6.2999999999999723E-3,1.6000000000002679E-3,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,15,Adults,3.6999999999998145E-3,<0.001,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Hydraenidae,Aquatic Insect,2,Adults,<0.001,<0.001,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,10,Adults,1.1999999999998678E-3,<0.001,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Ceratopogonidae,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,198,Larvae,3.8000000000000256E-3,<0.001,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,8,Pupae,<0.001,<0.001,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,352,Adults,3.9299999999999891E-2,8.49999999999973E-3,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Phoridae,Unknown Insect,6,Adults,<0.001,<0.001,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,1258,Nymphs,2.0500000000000185E-2,5.0000000000003375E-3,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,43,Adults,3.7999999999995815E-3,1.2999999999996348E-3,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Veliidae,Terrestrial Insect,1,Nymphs,<0.001,<0.001,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,50,Adults,0.10189999999999966,2.0999999999999908E-2,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Sisyridae,Aquatic Insect,2,Larvae,1.3000000000000789E-3,<0.001,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Coenagrionidae,Aquatic Insect,1,Nymphs,<0.001,<0.001,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Psocoptera,Terrestrial Insect,4,Adults,1.4000000000002899E-3,<0.001,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Thysanoptera,Terrestrial Insect,13,Adults,<0.001,<0.001,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Hydroptilidae,Aquatic Insect,3,Larvae,1.2000000000003119E-3,<0.001,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Hydroptilidae,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Leptoceridae,Aquatic Insect,12,Larvae,2.7800000000000047E-2,7.5000000000002842E-3,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Leptoceridae,Aquatic Insect,1,Pupae,4.1999999999999815E-3,<0.001,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,23,N/A,6.8999999999999062E-3,1.3999999999998458E-3,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Ostracoda,Aquatic Non-Insect,4,N/A,<0.001,<0.001,NA,N
YBFMP,6/20/2022,8:25,SHR,ES0622B0141,20220620_825_SHR_DRIFT,DRIFT,Drift Invertebrates,Turbellaria,Terrestrial Non-Insect,4,N/A,2.1999999999997577E-3,<0.001,NA,N
YBFMP,7/12/2022,9:31,STTD,ES0722B0147,20220712_931_STTD_DRIFT,DRIFT,Drift Invertebrates,Actinopterygii,Aquatic Insect,4,N/A,<0.001,<0.001,NA,N
YBFMP,7/12/2022,9:31,STTD,ES0722B0147,20220712_931_STTD_DRIFT,DRIFT,Drift Invertebrates,Acari,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,7/12/2022,9:31,STTD,ES0722B0147,20220712_931_STTD_DRIFT,DRIFT,Drift Invertebrates,Unionicolidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,7/12/2022,9:31,STTD,ES0722B0147,20220712_931_STTD_DRIFT,DRIFT,Drift Invertebrates,Oligochaeta,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,7/12/2022,9:31,STTD,ES0722B0147,20220712_931_STTD_DRIFT,DRIFT,Drift Invertebrates,Planorbidae,Aquatic Non-Insect,1,N/A,1.3000000000000789E-3,<0.001,NA,N
YBFMP,7/12/2022,9:31,STTD,ES0722B0147,20220712_931_STTD_DRIFT,DRIFT,Drift Invertebrates,Hydridae,Aquatic Non-Insect,3,N/A,<0.001,<0.001,NA,N
YBFMP,7/12/2022,9:31,STTD,ES0722B0147,20220712_931_STTD_DRIFT,DRIFT,Drift Invertebrates,Dytiscidae,Aquatic Insect,1,Adults,1.3000000000000789E-3,<0.001,NA,N
YBFMP,7/12/2022,9:31,STTD,ES0722B0147,20220712_931_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,7/12/2022,9:31,STTD,ES0722B0147,20220712_931_STTD_DRIFT,DRIFT,Drift Invertebrates,Phoridae,Unknown Insect,2,Adults,<0.001,<0.001,NA,N
YBFMP,7/12/2022,9:31,STTD,ES0722B0147,20220712_931_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,7,Nymphs,<0.001,<0.001,NA,N
YBFMP,7/12/2022,9:31,STTD,ES0722B0147,20220712_931_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,35,Adults,<0.001,<0.001,NA,N
YBFMP,7/12/2022,9:31,STTD,ES0722B0147,20220712_931_STTD_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,4,Adults,<0.001,<0.001,NA,N
YBFMP,7/12/2022,9:31,STTD,ES0722B0147,20220712_931_STTD_DRIFT,DRIFT,Drift Invertebrates,Coenagrionidae,Aquatic Insect,1,Nymphs,<0.001,<0.001,NA,N
YBFMP,7/12/2022,9:31,STTD,ES0722B0147,20220712_931_STTD_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,7/12/2022,9:31,STTD,ES0722B0147,20220712_931_STTD_DRIFT,DRIFT,Drift Invertebrates,Turbellaria,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Araneae,Terrestrial Non-Insect,8,N/A,2.2999999999999687E-3,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Lebertiidae,Aquatic Non-Insect,5,N/A,<0.001,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Mideopsidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Pionidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Oligochaeta,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Planorbidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Succineidae,Terrestrial Non-Insect,1,N/A,8.8400000000000034E-2,2.4099999999999788E-2,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Hydridae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,4,Adults,1.5000000000000568E-3,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Dytiscidae,Aquatic Insect,3,Adults,1.0999999999996568E-3,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Haliplidae,Aquatic Insect,1,Adults,5.1000000000001044E-3,1.1999999999998678E-3,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Hydraenidae,Aquatic Insect,7,Adults,<0.001,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,2,Adults,<0.001,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Ceratopogonidae,Aquatic Insect,2,Pupae,<0.001,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Ceratopogonidae,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,4,Larvae,<0.001,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,1,Pupae,<0.001,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,64,Adults,4.1999999999999815E-3,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Simuliidae,Aquatic Insect,1,Pupae,<0.001,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,29,Nymphs,<0.001,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,17,Adults,3.0000000000001137E-3,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,13,Adults,1.9000000000000128E-3,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Sisyridae,Aquatic Insect,1,Larvae,1.1000000000001009E-3,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Psocoptera,Terrestrial Insect,14,Adults,1.3000000000000789E-3,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Hydroptilidae,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Leptoceridae,Aquatic Insect,27,Larvae,8.2000000000000295E-2,2.6699999999999946E-2,NA,N
YBFMP,7/13/2022,9:07,SHR,ES0722B0149,20220713_907_SHR_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,10,N/A,3.0999999999998806E-3,<0.001,NA,N
YBFMP,7/26/2022,9:10,STTD,ES0722B0194,20220726_910_STTD_DRIFT,DRIFT,Drift Invertebrates,Oligochaeta,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,7/26/2022,9:10,STTD,ES0722B0194,20220726_910_STTD_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,1,Adults,1.6000000000002679E-3,<0.001,NA,N
YBFMP,7/26/2022,9:10,STTD,ES0722B0194,20220726_910_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,7/26/2022,9:10,STTD,ES0722B0194,20220726_910_STTD_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,1,Nymphs,<0.001,<0.001,NA,N
YBFMP,7/26/2022,9:10,STTD,ES0722B0194,20220726_910_STTD_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,1,Adults,2.2000000000002018E-3,<0.001,NA,N
YBFMP,7/27/2022,8:59,SHR,ES0722B0196,20220727_859_SHR_DRIFT,DRIFT,Drift Invertebrates,Hygrobatidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,7/27/2022,8:59,SHR,ES0722B0196,20220727_859_SHR_DRIFT,DRIFT,Drift Invertebrates,Planorbidae,Aquatic Non-Insect,3,N/A,<0.001,<0.001,NA,N
YBFMP,7/27/2022,8:59,SHR,ES0722B0196,20220727_859_SHR_DRIFT,DRIFT,Drift Invertebrates,Amnicolidae,Aquatic Non-Insect,1,N/A,1.3999999999998458E-3,<0.001,NA,N
YBFMP,7/27/2022,8:59,SHR,ES0722B0196,20220727_859_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,7,Adults,<0.001,<0.001,NA,N
YBFMP,7/27/2022,8:59,SHR,ES0722B0196,20220727_859_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,3,Nymphs,<0.001,<0.001,NA,N
YBFMP,7/27/2022,8:59,SHR,ES0722B0196,20220727_859_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,7/27/2022,8:59,SHR,ES0722B0196,20220727_859_SHR_DRIFT,DRIFT,Drift Invertebrates,Psocoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,7/27/2022,8:59,SHR,ES0722B0196,20220727_859_SHR_DRIFT,DRIFT,Drift Invertebrates,Hydroptilidae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,7/27/2022,8:59,SHR,ES0722B0196,20220727_859_SHR_DRIFT,DRIFT,Drift Invertebrates,Leptoceridae,Aquatic Insect,5,Larvae,6.0999999999999943E-3,<0.001,NA,N
YBFMP,7/27/2022,8:59,SHR,ES0722B0196,20220727_859_SHR_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,31,N/A,7.4000000000000732E-3,1.5000000000000568E-3,NA,N
YBFMP,8/9/2022,9:02,STTD,ES0822B0159,20220809_902_STTD_DRIFT,DRIFT,Drift Invertebrates,Limnesiidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,8/9/2022,9:02,STTD,ES0822B0159,20220809_902_STTD_DRIFT,DRIFT,Drift Invertebrates,Amnicolidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,8/9/2022,9:02,STTD,ES0822B0159,20220809_902_STTD_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,2,Adults,<0.001,<0.001,NA,N
YBFMP,8/9/2022,9:02,STTD,ES0822B0159,20220809_902_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,1,Nymphs,<0.001,<0.001,NA,N
YBFMP,8/9/2022,9:02,STTD,ES0822B0159,20220809_902_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,2,Adults,<0.001,<0.001,NA,N
YBFMP,8/9/2022,9:02,STTD,ES0822B0159,20220809_902_STTD_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,8/9/2022,9:02,STTD,ES0822B0159,20220809_902_STTD_DRIFT,DRIFT,Drift Invertebrates,Coenagrionidae,Aquatic Insect,5,Nymphs,1.5699999999999825E-2,2.2999999999999687E-3,NA,N
YBFMP,8/9/2022,9:02,STTD,ES0822B0159,20220809_902_STTD_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,4,N/A,1.6000000000002679E-3,<0.001,NA,N
YBFMP,8/10/2022,9:23,SHR,ES0822B0165,20220810_923_SHR_DRIFT,DRIFT,Drift Invertebrates,Araneae,Terrestrial Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,8/10/2022,9:23,SHR,ES0822B0165,20220810_923_SHR_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,8/10/2022,9:23,SHR,ES0822B0165,20220810_923_SHR_DRIFT,DRIFT,Drift Invertebrates,Dytiscidae,Aquatic Insect,1,Adults,8.580000000000032E-2,2.6600000000000179E-2,NA,N
YBFMP,8/10/2022,9:23,SHR,ES0822B0165,20220810_923_SHR_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,8/10/2022,9:23,SHR,ES0822B0165,20220810_923_SHR_DRIFT,DRIFT,Drift Invertebrates,Ceratopogonidae,Aquatic Insect,2,Pupae,<0.001,<0.001,NA,N
YBFMP,8/10/2022,9:23,SHR,ES0822B0165,20220810_923_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,13,Larvae,<0.001,<0.001,NA,N
YBFMP,8/10/2022,9:23,SHR,ES0822B0165,20220810_923_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,18,Adults,1.5000000000000568E-3,<0.001,NA,N
YBFMP,8/10/2022,9:23,SHR,ES0822B0165,20220810_923_SHR_DRIFT,DRIFT,Drift Invertebrates,Caenidae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,8/10/2022,9:23,SHR,ES0822B0165,20220810_923_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,66,Nymphs,<0.001,<0.001,NA,N
YBFMP,8/10/2022,9:23,SHR,ES0822B0165,20220810_923_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,27,Adults,3.2999999999998586E-3,<0.001,NA,N
YBFMP,8/10/2022,9:23,SHR,ES0822B0165,20220810_923_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,7,Adults,2.2999999999999687E-3,<0.001,NA,N
YBFMP,8/10/2022,9:23,SHR,ES0822B0165,20220810_923_SHR_DRIFT,DRIFT,Drift Invertebrates,Hydroptilidae,Aquatic Insect,2,Pupae,1.5000000000000568E-3,<0.001,NA,N
YBFMP,8/10/2022,9:23,SHR,ES0822B0165,20220810_923_SHR_DRIFT,DRIFT,Drift Invertebrates,Leptoceridae,Aquatic Insect,21,Larvae,8.2599999999999785E-2,2.9399999999999871E-2,NA,N
YBFMP,8/10/2022,9:23,SHR,ES0822B0165,20220810_923_SHR_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,8,N/A,1.2000000000003119E-3,<0.001,NA,N
YBFMP,8/23/2022,8:29,STTD,ES0822B0202,20220823_829_STTD_DRIFT,DRIFT,Drift Invertebrates,Araneae,Terrestrial Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,8/23/2022,8:29,STTD,ES0822B0202,20220823_829_STTD_DRIFT,DRIFT,Drift Invertebrates,Pionidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,8/23/2022,8:29,STTD,ES0822B0202,20220823_829_STTD_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,8/23/2022,8:29,STTD,ES0822B0202,20220823_829_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,1,Pupae,<0.001,<0.001,NA,N
YBFMP,8/23/2022,8:29,STTD,ES0822B0202,20220823_829_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,8/23/2022,8:29,STTD,ES0822B0202,20220823_829_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,21,Nymphs,4.0999999999997705E-3,<0.001,NA,N
