PhysicalDataID,Station Code,Recorder,Field Check,Crew,Date,YSI #,Time,WeatherCode,Tide,MicrocystisVisualRank,WaterTemperature,SecchiDiskDepth,EC,SpCnd,pH,DO,Turbidity,LightData,DriftData,LarvalData,ZoopsData,50_ZoopsData,ChlData,PhytoData,NutrData,EnteredBy,QA/QC'dBy,StartMeter,EndMeter,MeterSetTime,Comments,DataCorrectionComments
647,STTD,,FALSE,"NI,SR,PC",8/21/2012,,8:59,CLR,,,21.8,0.16,177,,8.08,8.75,84.40,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,srohrer,lrojas,,,,,
646,SHR,,FALSE,"NI,SR,PC",8/21/2012,,6:59,CLR,,,20.9,1,129,,7.37,9.37,9.80,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,srohrer,lrojas,,,,,
644,STTD,,FALSE,"JH,KW",2/11/2003,,11:00,CLD,,,19.7,0.19,687,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
642,SHR,,FALSE,"JH,KW",6/18/2003,,8:55,CLR,,,20.6,0.6,132,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
641,STTD,,FALSE,"JH,KW",6/18/2003,,9:45,CLD,,,21.9,0.1,201,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
640,SHR,,FALSE,"JH,KW",6/4/2003,,8:53,CLR,,,19.3,0.6,121,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
639,STTD,,FALSE,"JH,KW",6/4/2003,,10:00,CLR,,,23.2,0.14,480,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
638,SHR,,FALSE,"KW,JH",5/23/2003,,13:00,CLR,,,18.8,0.49,122,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
637,STTD,,FALSE,"KW,JH",5/23/2003,,9:40,CLR,,,23.7,0.25,595,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
636,STTD,,FALSE,"JH,KW,FF",5/16/2003,,10:05,CLR,,,19.9,0.23,508,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
635,SHR,,FALSE,,5/16/2003,,12:56,CLR,,,17.5,0.42,123,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
634,SHR,,FALSE,"JH,KW",5/12/2003,,8:48,CLR,,,15.3,0.48,117,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
633,STTD,,FALSE,"KW, JH",5/12/2003,,10:50,CLR,,,18.7,0.23,429,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
632,SHR,,FALSE,KW,5/9/2003,,16:15,CLR,,,14.3,0.36,117,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
631,STTD,,FALSE,"KW, PL",5/9/2003,,14:00,CLR,,,16.7,0.35,372,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
630,SHR,,FALSE,"JH,KW",5/7/2003,,9:00,CLR,,,14.6,0.29,115,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
629,STTD,,FALSE,,5/7/2003,,10:30,CLR,,,16.4,0.29,366,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
628,SHR,,FALSE,"KW,JH",3/12/2003,,8:45,CLD,,,14.2,0.5,207,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
627,STTD,,FALSE,"JH,KW",3/12/2003,,9:53,CLD,,,17.0,0.32,914,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
626,SHR,,FALSE,"JH, KW",2/18/2003,,9:02,CLR,,,11.4,0.28,133,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
625,STTD,,FALSE,"JH,KW",2/18/2003,,10:15,CLR,,,13.0,0.12,580,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken; dropped cone,
624,STTD,,FALSE,"KW, JH",2/14/2003,,9:45,FOG,,,11.7,0.19,718,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
623,SHR,,FALSE,"JH,KW",2/14/2003,,8:30,FOG,,,10.9,0.55,143,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
622,STTD,,FALSE,"JH,KW",2/7/2003,,10:43,CLR,,,9.3,0.2,631,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
621,SHR,,FALSE,"JH,KW",2/7/2003,,8:46,CLR,,,9.2,0.3,166,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
620,SHR,,FALSE,KW,2/4/2003,,11:23,CLR,,,10.8,0.37,168,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken,
619,STTD,,FALSE,"KW, JH",2/4/2003,,15:28,CLR,,,11.4,0.22,585,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,only chloro taken; cone dropped; 5 RMP,
618,STTD,,FALSE,"ZM, CH",6/18/2004,,11:55,CLR,,,22.8,0.58,273,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,,
617,SHR,,FALSE,ZM,6/18/2004,,15:00,CLR,,,21.9,0.62,118,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,Very low flow,
616,STTD,,FALSE,"RH, CH",5/21/2004,,13:40,CLR,,,21.0,0.16,444,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,,
615,SHR,,FALSE,"CH, RH",5/21/2004,,10:20,CLR,,,19.5,1,167,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,Flow possibly too low for accurate reading,
614,STTD,,FALSE,,5/12/2004,,13:00,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,
613,SHR,,FALSE,"CH, RH",5/12/2004,,9:45,CLR,,,18.6,0.71,152,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,
612,STTD,,FALSE,,4/26/2004,,10:40,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,
611,SHR,,FALSE,,4/26/2004,,9:15,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,
610,SHR,,FALSE,"RH, CH",4/23/2004,,9:15,CLR,,,14.6,0.78,141,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,Slow Flow,
609,STTD,,FALSE,"RH, CH",4/23/2004,,12:35,CLR,,,16.9,0.25,585,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,
608,STTD,,FALSE,"RH, CH",4/9/2004,,14:55,CLR,,,20.0,0.21,720,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,,
607,STTD,,FALSE,,3/23/2004,,12:28,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,
606,STTD,,FALSE,"RH, CH",3/10/2004,,18:00,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,
605,STTD,,FALSE,,1/26/2004,,11:15,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,
603,SHR,,FALSE,pc ni sr,8/7/2012,,7:48,CLR,,,20.3,0.91,109,,7.33,9.83,8.50,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,pchoy,lrojas,,,,,
602,STTD,,FALSE,ni pc sr,8/7/2012,,10:07,CLR,,,22.0,0.14,189,,7.85,8.44,103.00,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,pchoy,lrojas,,,,"flood tide, used motor to move boat backwards upstream for sampling",
601,STTD,,FALSE,ni pc sr,7/25/2012,,10:11,CLR,,,22.6,0.14,189,,7.97,7.81,129.00,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,pchoy,lrojas,,,,"flood tide, used motor to move boat backwards upstream for sampling",
600,SHR,,FALSE,ni pc sr,7/25/2012,,8:08,CLR,,,21.1,0.96,101,,7.32,9.16,10.60,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,pchoy,lrojas,,,,,
599,SHR,,FALSE,pc sr ni,7/10/2012,,7:50,CLR,,,21.1,0.91,102,,7.03,9.45,9.58,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,pchoy,lrojas,,,,,
598,STTD,,FALSE,pc sr ni,7/10/2012,,10:00,CLR,,,23.8,0.15,221,,7.8,7.71,162.00,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,pchoy,lrojas,,,,"flood tide, used motor to move boat backwards upstream for sampling",
597,SHR,,FALSE,ni sr pc,6/25/2012,,8:34,CLR,,,18.3,0.84,103,,7.3,10.42,36.50,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,pchoy,lrojas,,,,,
596,STTD,,FALSE,"ni, sr, pc",6/25/2012,,10:43,CLR,,,20.3,0.14,217,,7.89,9.01,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,srohrer,lrojas,,,,,
595,SHR,,FALSE,"JF,NI,SR",6/13/2012,,10:25,CLR,,,20.4,0.85,114,,7.85,9.23,18.60,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,srohrer,lrojas,,,,"Depth4 is the ""max"" depth",
594,STTD,,FALSE,"JF,NI,SR",6/13/2012,,8:07,CLR,,,23.0,0.16,288,,7.66,7.35,154.00,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,srohrer,lrojas,,,,,
593,STTD,,FALSE,"NI,BH,SR",5/31/2012,,8:28,CLR,,,21.3,0.15,389,,7.92,7.22,127.00,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,srohrer,lrojas,,,,,
592,SHR,,FALSE,"NI,BH,SR",5/31/2012,,11:54,CLR,,,20.2,0.87,142,,8.14,9.42,13.30,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,srohrer,lrojas,,,,,
591,STTD,,FALSE,"JF,NI,SR",5/17/2012,,10:20,CLD,,,20.5,0.19,634,,8.02,6.99,90.40,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,srohrer,lrojas,,,,,
590,SHR,,FALSE,"JF,NI,SR",5/17/2012,,8:44,CLD,,,18.9,1.05,102,,7.78,9.79,33.10,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,srohrer,lrojas,,,,,
589,SHR,,FALSE,"SR,AH,NI",4/16/2012,,8:00,CLR,,,13.2,0.22,99,,7.74,10.19,60.10,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,srohrer,lrojas,,,,,
587,STTD,,FALSE,"SR,AH,NI",4/16/2012,,10:00,CLR,,,16.7,0.18,673,,8.06,8.17,83.60,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,srohrer,lrojas,,,,,
586,SHR,,FALSE,"NI,SR,AH",4/4/2012,,10:25,CLR,,,12.5,0.22,88,,8.29,10.85,59.30,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,srohrer,lrojas,,,,,
585,STTD,,FALSE,"SR,AH,NI",4/4/2012,,8:30,CLR,,,15.0,0.17,618,,8.14,8.19,121.00,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,srohrer,lrojas,,,,,
584,SHR,,FALSE,"JF,NI,SR",5/2/2012,,8:20,CLR,,,15.8,0.81,87,,7.85,9.77,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,srohrer,lrojas,,,,NO TURBIDITY TAKEN,
583,STTD,,FALSE,"JF,NI,SR",5/2/2012,,10:00,CLR,,,20.3,0.24,843,,8.07,6.91,80.10,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,srohrer,lrojas,,,,,
582,STTD,,FALSE,"NI, SR, AH",3/22/2012,,10:04,CLD,,,14.3,0.25,616,,7.95,8.28,70.10,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,ahsiung,lrojas,,,,Very cloudy,
581,SHR,,FALSE,"AH, SR, NI",3/22/2012,,7:54,CLD,,,12.1,0.4,86,,7.85,10.45,37.40,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,ahsiung,lrojas,,,,Very cloudy day,
580,STTD,,FALSE,"JF, AH, SR",3/7/2012,,8:58,CLR,,,11.5,0.24,707,,8.31,9.86,56.30,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,ahsiung,lrojas,,,,,Drift / Larval flow meter was 956990 (data sheet showed 956998)
579,SHR,,FALSE,"JF, SR, AH",3/7/2012,,10:42,CLR,,,11.6,0.68,174,,8.38,10.72,13.10,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,ahsiung,lrojas,,,,,
578,STTD,,FALSE,"NI,AH,LT",2/23/2012,,9:03,CLR,,,11.9,0.23,708,,8.23,8.95,51.50,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,srohrer,lrojas,,,,,
577,SHR,,FALSE,"NI,AH,LT",2/23/2012,,11:20,CLR,,,11.5,0.58,127,,8.35,11.46,17.50,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,srohrer,lrojas,,,,,
575,STTD,,FALSE,"JF,NI,SR,AH",2/8/2012,,8:40,CLR,,,10.7,0.17,517,,8.15,8.94,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,srohrer,lrojas,,,,,
574,SHR,,FALSE,"JF,SR,AH,NI",2/8/2012,,10:52,CLR,,,10.2,0.52,156,,8.2,11.25,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,srohrer,lrojas,,,,,
573,SHR,,FALSE,"JF,NI,SR",1/24/2012,,8:36,FOG,,,8.5,0.17,112,,8.19,10.82,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,srohrer,lrojas,,,,,
572,STTD,,FALSE,"JF,NI,SR",1/24/2012,,10:55,CLD,,,8.4,0.21,415,,8.05,10.01,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,srohrer,lrojas,,,,,
571,STTD,,FALSE,"JF, DW, NI",1/11/2012,,10:15,CLR,,,8.3,0.22,424,,8.03,9.48,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,nikemiyagi,lrojas,,,,,
570,SHR,,FALSE,"JF, NI, DW",1/11/2012,,8:20,CLR,,,8.6,0.56,132,,8.25,11.5,,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,nikemiyagi,lrojas,,,,,
569,SHR,,FALSE,"JF, NI, DW",12/29/2011,,8:30,CLD,,,8.0,0.85,115,,8.07,11.99,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,nikemiyagi,jjenkins,,,,,
568,STTD,,FALSE,"JF, DW, NI",12/29/2011,,10:28,CLD,,,6.7,0.3,404,,7.97,11.23,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,nikemiyagi,jjenkins,,,,,
567,STTD,,FALSE,"JF, NI, TM",12/14/2011,,10:37,CLR,,,7.1,0.25,421,,7.58,10.06,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,nikemiyagi,jjenkins,,,,,
566,SHR,,FALSE,"JF, NI, TM",12/14/2011,,8:27,CLR,,,8.7,0.9,138,,7.49,11.59,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,nikemiyagi,jjenkins,,,,,
565,STTD,,FALSE,"JF, NI, MV",11/30/2011,,9:50,CLD,,,10.8,0.28,389,,7.64,7.73,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,nikemiyagi,jjenkins,,,,,
564,SHR,,FALSE,"MV, JF, NI",11/30/2011,,8:00,FOG,,,11.5,0.72,121,,7.19,10.58,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,nikemiyagi,jjenkins,,,,,
563,STTD,,FALSE,"MV, JF, NI",11/15/2011,,10:18,CLR,,,11.9,0.29,412,,7.91,7.61,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,nikemiyagi,jjenkins,,,,,
562,SHR,,FALSE,"JF, MV, NI",11/15/2011,,8:07,CLR,,,12.5,1.3,102,,8.3,10.61,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,nikemiyagi,jjenkins,,,,,
561,STTD,,FALSE,"MV, JF, NI",11/2/2011,,10:12,CLR,,,14.2,0.26,526,,7.97,8.15,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,nikemiyagi,jjenkins,,,,,
560,SHR,,FALSE,"JF, NI, MV",11/2/2011,,8:15,CLR,,,13.6,1.69,94,,8.18,10.2,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,nikemiyagi,jjenkins,,,,,
559,SHR,,FALSE,"JF, MV",10/19/2011,,8:12,CLR,,,17.1,1.45,100,,7.98,9.38,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,nikemiyagi,jjenkins,,,,,
558,STTD,,FALSE,"JF, MV",10/19/2011,,10:30,CLR,,,19.3,0.19,599,,8,7.72,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,nikemiyagi,jjenkins,,,,Strong reverse / Flood tide,
557,SHR,,FALSE,"MV, KR, NI",10/6/2011,,8:04,RAN,,,15.1,1.04,89,,8.21,9.95,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,nikemiyagi,jjenkins,,,,,
556,STTD,,FALSE,"KR, MV, NI",10/6/2011,,9:53,CLD,,,18.3,0.28,653,,8.01,6.93,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,nikemiyagi,jjenkins,,,,,
555,SHR,,FALSE,"JF, MV, NI",9/7/2011,,8:18,CLR,,,20.3,0.86,135,,8.19,9.58,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,nikemiyagi,jjenkins,,,,,
554,STTD,,FALSE,"JF, MV, NI",9/7/2011,,10:15,CLR,,,22.8,0.22,637,,7.95,5.88,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,nikemiyagi,jjenkins,,,,,
551,STTD,,FALSE,,5/3/2002,,10:00,CLR,,,16.9,0.11,438,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,lrojas,,,,YB #32,
550,SHR,,FALSE,,5/3/2002,,9:00,CLR,,,15.9,0.8,126,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,lrojas,,,,SR32,
549,SHR,,FALSE,"GO, SZ",4/3/2002,,9:15,CLD,,,16.7,1.95,130,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,lrojas,,,,chlorophyll sample,
548,SHR,,FALSE,"GO, SZ",3/21/2002,,9:42,CLD,,,13.1,0.77,117,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,lrojas,,,,chlorophyll sample taken SR 29,
547,STTD,,FALSE,,1/29/2002,,15:15,CLR,,,8.6,0.12,300,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,,,,,chlorophyll sample SP1; 500 mL filtered,
546,STTD,,FALSE,,1/11/2002,,10:05,FOG,,,11.5,0.19,194,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,lrojas,,,,chlorophyll sample taken 08-YBT,
544,SHR,,FALSE,"SZ, GO",1/8/2002,,11:35,FOG,,,12.2,0.19,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,lrojas,,,,sample # SR22; chlorophyll,
543,SHR,,FALSE,"GO, SZ",1/2/2002,,12:05,RAN,,,13.1,0.14,139,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,lrojas,,,,chlorophyll sample # SR21,
542,STTD,,FALSE,"SZ, GO",1/2/2002,,9:50,CLD,,,13.4,0.09,271,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,,,,,sample # YB21,
541,STTD,,FALSE,GO,12/21/2001,,8:48,CLD,,,9.4,0.18,430,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,lrojas,,,,,
540,STTD,,FALSE,,12/20/2001,,9:05,,,,9.5,,415,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,lrojas,,,,chlorophyll sample,
539,STTD,,FALSE,"GO, SZ",12/19/2001,,10:18,FOG,,,9.4,0.16,404,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,lrojas,,,,chlorophyll sample,
538,STTD,,FALSE,"GO, SZ",12/18/2001,,9:25,FOG,,,9.2,0.14,398,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,lrojas,,,,SCUFA launch from office 7:54; SCUFA in water at RSTR 9:34; slack tide?,
537,STTD,,FALSE,SZ,12/14/2001,,9:30,CLR,,,9.1,0.15,370,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,lrojas,,,,"Scufa removed at 9:31, Scufa out of box test start 9:32",
536,STTD,,FALSE,SZ,12/12/2001,,10:37,CLR,,,8.4,0.14,351,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,lrojas,,,,Launch SCUFA 10:21am sample every 30sec. Launch temp logger 10:35am sample every 15min.,
535,STTD,,FALSE,SZ,11/21/2001,,9:11,RAN,,,15.1,0.19,518,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,lrojas,,,,,
534,SHR,,FALSE,"GO, SZ",6/29/2001,,11:53,CLR,,,20.0,0.4,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,,,,,,
533,STTD,,FALSE,"GO, SZ",6/29/2001,,10:55,CLR,,,22.2,0.09,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,,,,,,
532,STTD,,FALSE,,6/13/2001,,9:45,CLR,,,21.4,0.08,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,,,,,,
531,SHR,,FALSE,,6/13/2001,,10:55,CLR,,,21.1,0.5,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,,,,,,
530,STTD,,FALSE,"GO, LC",5/24/2001,,10:50,CLR,,,23.6,0.12,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,,,,,,
529,SHR,,FALSE,"GO, LC",5/24/2001,,12:20,CLR,,,23.3,0.45,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,,,,,,
528,STTD,,FALSE,"GO, LC",5/17/2001,,10:30,CLR,,,22.2,0.18,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,,,,,,
527,SHR,,FALSE,GO,5/17/2001,,11:54,CLR,,,20.6,0.5,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,,,,,,
526,SHR,,FALSE,GO,5/3/2001,,13:48,CLR,,,18.3,0.55,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,,,,,,
525,STTD,,FALSE,GO,5/3/2001,,12:15,CLR,,,18.3,0.18,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,,,,,,
524,STTD,,FALSE,"GO, LC",4/20/2001,,10:05,RAN,,,17.2,0.19,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,
523,SHR,,FALSE,GO,4/20/2001,,11:45,RAN,,,16.4,0.6,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,,,,,,
522,SHR,,FALSE,"LC, GO",4/13/2001,,11:12,CLD,,,14.4,0.75,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,,,,,,
521,STTD,,FALSE,"LC, GO",4/13/2001,,9:50,CLD,,,15.6,0.22,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,,,,,,
520,STTD,,FALSE,"LC, GO",4/6/2001,,11:38,RAN,,,16.1,0.18,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,,,,,,
519,SHR,,FALSE,,3/28/2001,,12:18,CLR,,,18.1,0.4,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,,,,,,
518,STTD,,FALSE,"GO, JS",3/28/2001,,9:55,CLR,,,18.9,0.19,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,,,,,,
517,STTD,,FALSE,"LC, GO",3/21/2001,,10:15,CLR,,,20.3,0.21,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,,,,,,
