"","event_id","Datetime","PhysicalDataID","Station","ConditionCode","MeterSetTime","FlowMeterSpeed","FlowMeterStart","FlowMeterEnd","TowLocation","SampleVolume","SamplingAltered","LarvalDataID","FieldComments","LarvalCatchID","LabComments","comment_extra","Flag_SAMP","Comment_SAMP","Flag_LAB","Comment_LAB"
"422","SHR_2013-02-08 08:26:00",2013-02-08 08:26:00,678,"SHR",1,10,"Low",929950,932000,"Center",NA,NA,481,NA,4214,NA,"","0","","0",""
"423","STTD_2013-02-08 11:00:00",2013-02-08 11:00:00,679,"STTD",1,10,"Low",929384,929900,"Center",NA,NA,482,"really low flow, near bottom of tide",4215,NA,"","","","0",""
"424","SHR_2013-02-13 08:12:00",2013-02-13 08:12:00,680,"SHR",1,10,"Low",927333,929000,"Center",NA,NA,483,NA,4216,NA,"","0","","0",""
"425","STTD_2013-02-13 09:55:00",2013-02-13 09:55:00,681,"STTD",1,10,"Low",924090,927100,"Center",NA,NA,484,NA,4217,NA,"","0","","0",""
"426","SHR_2013-02-22 08:16:00",2013-02-22 08:16:00,682,"SHR",1,10,"Low",921973,923965,"Center",NA,NA,485,NA,4218,NA,"","0","","0",""
"427","STTD_2013-02-22 10:37:00",2013-02-22 10:37:00,683,"STTD",1,10,"Low",920002,921929,"Center",NA,NA,486,"Flood tide",4219,NA,"","","","0",""
"428","SHR_2013-02-27 08:20:00",2013-02-27 08:20:00,684,"SHR",1,10,"Low",917947,920000,"Center",NA,NA,487,NA,4222,NA,"","0","","0",""
"429","STTD_2013-02-27 10:32:00",2013-02-27 10:32:00,685,"STTD",1,10,"Low",915273,918000,"Center",NA,NA,488,"ebb tide",4223,NA,"ebb tide 1 NA**ebb tide 1 Head and half of body present","","","0",""
"430","SHR_2013-03-06 08:45:00",2013-03-06 08:45:00,686,"SHR",1,10,"Low",913463,915000,"Center",NA,NA,491,NA,4225,NA,"","0","","0",""
"431","STTD_2013-03-06 10:35:00",2013-03-06 10:35:00,687,"STTD",1,10,"Low",910373,913400,"Center",NA,NA,492,"flood tide; motor was used",4226,NA,"","","","0",""
"432","SHR_2013-03-13 08:24:00",2013-03-13 08:24:00,690,"SHR",1,10,"Low",908359,910300,"Center",NA,NA,522,NA,4267,NA,"","0","","0",""
"433","STTD_2013-03-13 10:10:00",2013-03-13 10:10:00,689,"STTD",1,10,"Low",905463,908272,"Center",NA,NA,521,NA,4237,NA,"","0","","0",""
"434","SHR_2013-03-20 08:56:00",2013-03-20 08:56:00,692,"SHR",1,10,"Low",903881,905442,"Center",NA,NA,524,NA,4289,NA,"","0","","0",""
"435","STTD_2013-03-20 10:46:00",2013-03-20 10:46:00,691,"STTD",1,10,"Low",899059,903900,"Center",NA,NA,523,NA,4268,NA,"","0","","0",""
"436","SHR_2013-04-03 07:45:00",2013-04-03 07:45:00,694,"SHR",1,10,"Low",890890,899000,"Center",NA,NA,525,NA,4290,NA,"","0","","0",""
"437","STTD_2013-04-03 09:35:00",2013-04-03 09:35:00,695,"STTD",1,10,"Low",894650,896900,"Center",NA,NA,526,"motor is used",4293,NA,"","","","0",""
"438","SHR_2013-04-15 08:10:00",2013-04-15 08:10:00,697,"SHR",1,10,"Low",894225,895000,"Center",NA,NA,530,NA,4311,NA,"","0","","0",""
"439","STTD_2013-04-15 10:10:00",2013-04-15 10:10:00,696,"STTD",1,10,"Low",889750,894200,"Center",NA,NA,529,NA,4304,NA,"","0","","0",""
"440","SHR_2013-04-29 08:17:00",2013-04-29 08:17:00,698,"SHR",1,10,"Low",889882,890000,"Center",NA,NA,531,NA,4324,NA,"NA 1 NA**NA 1 1*tail end-not included in total count**NA 1 Embyros still curved-shell probably damaged during handling, leaving embryo naked?**NA 1 Embyros","0","","0",""
"441","STTD_2013-04-29 10:06:00",2013-04-29 10:06:00,699,"STTD",1,10,"Low",884989,890000,"Center",NA,NA,532,NA,4369,NA,"","0","","0",""
"442","STTD_2013-05-14 09:28:00",2013-05-14 09:28:00,701,"STTD",1,10,"Low",880858,885000,"Center",NA,NA,533,"used motor, flood tide/beginning of ebb",4400,NA,"","","","0",""
"443","SHR_2013-05-15 09:13:00",2013-05-15 09:13:00,702,"SHR",1,10,"Low",874524,880000,"Center",NA,NA,534,"tow with motor",4416,NA,"tow with motor 1 NA**tow with motor 1 Possible M. saxatilis","","","0",""
"444","SHR_2013-05-30 09:32:00",2013-05-30 09:32:00,703,"SHR",1,10,"Low",875230,880000,"Center",NA,NA,535,"tow on boat",4449,NA,"","","","0",""
"445","STTD_2013-05-31 08:45:00",2013-05-31 08:45:00,704,"STTD",1,10,"Low",873967,875000,"Center",NA,NA,536,NA,4480,NA,"","0","","0",""
"446","STTD_2013-06-11 10:24:00",2013-06-11 10:24:00,706,"STTD",1,10,"Low",872140,873900,"Center",NA,NA,538,NA,4517,NA,"NA 1 NA**NA 1 Atherinopsidae egg 1.2mm- with 1 oil globule and 3 filaments on chorion of ~3mm long**NA 1 Taxon= Gobiidae","0","","0",""
"447","SHR_2013-06-12 09:30:00",2013-06-12 09:30:00,705,"SHR",1,10,"Low",867076,872000,"Center",NA,NA,537,"tow with jet boat",4501,NA,"tow with jet boat 1 NA**tow with jet boat 1 Not measured- damaged","","","0",""
"448","STTD_2013-06-25 10:17:00",2013-06-25 10:17:00,707,"STTD",1,10,"Low",867382,870000,"Center",NA,NA,539,"From STTD (Ebb Tide)",4561,NA,"","","","0",""
"449","SHR_2013-06-26 09:30:00",2013-06-26 09:30:00,708,"SHR",1,10,"Low",862052,867000,"Center",NA,NA,540,"jet boat used",4576,"Moronidae","","","","",""
"450","STTD_2013-07-11 10:10:00",2013-07-11 10:10:00,709,"STTD",1,10,"Low",859518,862000,"Center",NA,NA,541,NA,4577,NA,"NA 1 NA**NA 1 damaged","0","","0",""
"451","SHR_2013-07-12 09:43:00",2013-07-12 09:43:00,710,"SHR",1,10,"Low",853904,859000,"Center",NA,NA,542,"tow with jet boat",4625,NA,"","","","0",""
"452","STTD_2013-07-25 09:09:00",2013-07-25 09:09:00,711,"STTD",1,10,"Low",850880,853900,"Center",NA,NA,543,NA,4657,NA,"NA 1 NA**NA 1 mainly preflex","0","","0",""
"453","SHR_2013-07-25 12:00:00",2013-07-25 12:00:00,712,"SHR",1,10,"Low",845375,850566,"Center",NA,NA,544,NA,4689,NA,"","0","","0",""
"454","SHR_2013-08-05 10:00:00",2013-08-05 10:00:00,713,"SHR",1,10,"Low",840031,845000,"Center",NA,NA,545,NA,4690,NA,"","0","","0",""
"455","STTD_2013-08-06 11:20:00",2013-08-06 11:20:00,714,"STTD",1,10,"Low",832458,837480,"Center",NA,NA,546,NA,4734,NA,"","0","","0",""
"456","STTD_2013-08-23 09:36:00",2013-08-23 09:36:00,715,"STTD",1,10,"Low",828095,832000,"Center",NA,NA,547,NA,4779,NA,"","0","","0",""
"457","SHR_2013-08-23 11:55:00",2013-08-23 11:55:00,716,"SHR",1,10,"Low",826538,828000,"Center",NA,NA,548,NA,4793,NA,"","0","","0",""
"458","SHR_2013-09-04 09:46:00",2013-09-04 09:46:00,717,"SHR",1,10,"Low",821096,826000,"Center",NA,NA,549,NA,4794,NA,"","0","","0",""
"459","STTD_2013-09-05 11:00:00",2013-09-05 11:00:00,723,"STTD",1,10,"Low",816747,821000,"Center",NA,NA,553,NA,4538,NA,"","0","","0",""
"460","SHR_2013-09-16 09:40:00",2013-09-16 09:40:00,724,"SHR",1,10,"Low",812068,816600,"Center",NA,NA,554,NA,4541,NA,"","0","","0",""
"461","STTD_2013-09-17 10:41:00",2013-09-17 10:41:00,718,"STTD",1,10,"Low",808096,812000,"Center",NA,NA,550,NA,4545,NA,"","0","","0",""
"462","SHR_2013-10-02 09:20:00",2013-10-02 09:20:00,719,"SHR",1,10,"Low",803759,808000,"Center",NA,NA,551,NA,4548,NA,"","0","","0",""
"463","STTD_2013-10-03 10:27:00",2013-10-03 10:27:00,721,"STTD",1,10,"Low",800752,804000,"Center",NA,NA,552,NA,4560,NA,"","0","","0",""
"464","STTD_2013-10-15 09:19:00",2013-10-15 09:19:00,725,"STTD",1,10,"Low",796783,8e+05,"Center",NA,NA,555,NA,4550,NA,"","0","","0",""
"465","SHR_2013-10-16 09:00:00",2013-10-16 09:00:00,726,"SHR",1,10,"Low",791573,797000,"Center",NA,NA,556,NA,4551,NA,"","0","","0",""
"466","STTD_2013-10-30 08:50:00",2013-10-30 08:50:00,728,"STTD",1,10,"Low",789983,791000,"Center",NA,NA,557,NA,4552,NA,"","0","","0",""
"467","SHR_2013-10-31 09:20:00",2013-10-31 09:20:00,729,"SHR",1,10,"Low",784529,790000,"Center",NA,NA,558,NA,4553,NA,"","0","","0",""
"468","STTD_2013-11-12 09:50:00",2013-11-12 09:50:00,760,"STTD",NA,10,"Low",782001,784000,"Center",NA,NA,559,"flood tide, motor used",4554,NA,"","","","0",""
"469","SHR_2013-11-13 09:44:00",2013-11-13 09:44:00,762,"SHR",1,10,"Low",776473,781700,"Center",NA,NA,560,"Container broke during shipping - able to recover and transfer to new container",4555,NA,"","","","0",""
"470","SHR_2013-12-03 09:20:00",2013-12-03 09:20:00,763,"SHR",1,10,"Low",771091,776400,"Center",NA,NA,561,NA,4556,NA,"","0","","0",""
"471","STTD_2013-12-04 09:45:00",2013-12-04 09:45:00,765,"STTD",1,10,"Low",768519,771000,"Center",NA,NA,562,NA,4557,NA,"","0","","0",""
"472","SHR_2013-12-17 09:20:00",2013-12-17 09:20:00,766,"SHR",1,10,"Low",763567,769000,"Center",NA,NA,563,NA,4558,NA,"","0","","0",""
"473","STTD_2013-12-18 09:15:00",2013-12-18 09:15:00,768,"STTD",1,10,"Low",759472,763000,"Center",NA,NA,564,NA,4559,NA,"","0","","0",""
"474","STTD_2014-01-02 10:07:00",2014-01-02 10:07:00,769,"STTD",1,10,"Low",756057,760000,"Center",NA,NA,565,NA,4795,NA,"","0","","0",""
"475","SHR_2014-01-03 09:30:00",2014-01-03 09:30:00,771,"SHR",1,10,"Low",750313,755000,"Center",NA,NA,566,NA,4796,NA,"","0","","0",""
"476","SHR_2014-01-14 09:30:00",2014-01-14 09:30:00,773,"SHR",1,10,"Low",744720,750000,"Center",NA,NA,567,NA,4797,NA,"","0","","0",""
"477","STTD_2014-01-15 09:33:00",2014-01-15 09:33:00,774,"STTD",1,10,"Low",740351,744000,"Center",NA,NA,568,NA,4798,NA,"","0","","0",""
"478","SHR_2014-01-28 09:35:00",2014-01-28 09:35:00,776,"SHR",1,10,"Low",736198,740000,"Center",NA,NA,569,NA,4799,NA,"","0","","0",""
"479","STTD_2014-01-29 09:55:00",2014-01-29 09:55:00,777,"STTD",1,10,"Low",735983,736000,"Center",NA,NA,570,NA,4800,NA,"","0","","0",""
"480","SHR_2014-02-11 10:01:00",2014-02-11 10:01:00,779,"SHR",1,10,"Low",730803,736000,"Center",NA,NA,571,NA,4801,NA,"","0","","0",""
"481","STTD_2014-02-12 10:00:00",2014-02-12 10:00:00,780,"STTD",NA,10,"Low",727769,730700,"Center",NA,NA,572,NA,4806,NA,"","0","","0",""
"482","SHR_2014-02-24 09:10:00",2014-02-24 09:10:00,784,"SHR",2,10,"Low",726632,727000,"Center",NA,NA,575,"sample collected at SHR dock. Flood tide slow current",4813,NA,"","","","0",""
"483","STTD_2014-02-24 12:30:00",2014-02-24 12:30:00,783,"STTD",1,10,"Low",726525,726700,"Center",NA,NA,574,NA,4812,NA,"","0","","0",""
"484","SHR_2014-03-12 07:43:00",2014-03-12 07:43:00,787,"SHR",1,10,"Low",723454,726000,"Center",NA,NA,576,NA,4815,NA,"","0","","0",""
"485","STTD_2014-03-12 09:30:00",2014-03-12 09:30:00,788,"STTD",1,10,"Low",719365,723100,"Center",NA,NA,577,NA,4816,NA,"","0","","0",""
"486","STTD_2014-03-25 14:18:00",2014-03-25 14:18:00,790,"STTD",1,10,"Low",718080,719500,"Center",NA,NA,578,NA,4817,NA,"","0","","0",""
"487","SHR_2014-03-25 16:30:00",2014-03-25 16:30:00,791,"SHR",1,10,"Low",717991,718000,"Center",NA,NA,579,NA,4822,NA,"","0","","0",""
"488","STTD_2014-04-07 12:52:00",2014-04-07 12:52:00,793,"STTD",1,10,"Low",718423,719000,"Center",NA,NA,581,NA,4825,NA,"","0","","0",""
"489","SHR_2014-04-07 14:34:00",2014-04-07 14:34:00,792,"SHR",1,10,"Low",716989,718000,"Center",NA,NA,580,NA,4823,NA,"","0","","0",""
"490","SHR_2014-04-24 10:30:00",2014-04-24 10:30:00,796,"SHR",1,10,"Low",711680,715700,"Center",NA,NA,582,NA,4827,NA,"NA 1 NA**NA 1 Specimen damaged**NA 1 specimen damaged","0","","0",""
"491","STTD_2014-04-25 09:00:00",2014-04-25 09:00:00,797,"STTD",1,10,"Low",708216,711608,"Center",NA,NA,583,NA,4832,NA,"NA 1 NA**NA 1 3/4 body - no head - not included in total count","0","","0",""
"492","SHR_2014-05-07 08:52:00",2014-05-07 08:52:00,799,"SHR",1,10,"Low",703795,708000,"Center",NA,NA,584,"jet boat used",4847,NA,"","","","0",""
"493","STTD_2014-05-09 08:20:00",2014-05-09 08:20:00,801,"STTD",1,10,"Low",699425,703430,"Center",NA,NA,585,"low tide (motor used)",4849,NA,"low tide (motor used) 1 NA**low tide (motor used) 1 not measured","","","0",""
"494","SHR_2014-05-21 08:15:00",2014-05-21 08:15:00,803,"SHR",1,10,"Low",689000,694177,"Center",NA,NA,586,NA,4869,NA,"","0","","0",""
"495","STTD_2014-05-22 08:03:00",2014-05-22 08:03:00,804,"STTD",1,10,"Low",687457,690000,"Center",NA,NA,587,"boat motor used, redo",4872,NA,"","","","0",""
"496","STTD_2014-06-09 09:15:00",2014-06-09 09:15:00,805,"STTD",1,10,"Low",684740,687000,"Center",NA,NA,588,"ebb tide sampled from screw trap",4878,NA,"","","","0",""
"497","SHR_2014-06-10 08:30:00",2014-06-10 08:30:00,806,"SHR",1,10,"Low",680865,685000,"Center",NA,NA,589,"jet boat used",4895,NA,"","","","0",""
"498","STTD_2014-06-23 10:07:00",2014-06-23 10:07:00,809,"STTD",1,10,"Low",677517,681000,"Center",NA,NA,590,"ebb tide from RSTR",4896,NA,"ebb tide from RSTR 1 NA**ebb tide from RSTR 1 Not measured","","","0",""
"499","SHR_2014-06-24 09:28:00",2014-06-24 09:28:00,811,"SHR",1,10,"Low",671725,677477,"Center",NA,NA,599,"From Jet Boat",4929,NA,"","","","0",""
"500","SHR_2014-07-10 07:50:00",2014-07-10 07:50:00,817,"SHR",1,10,"Low",666885,672000,"Center",NA,NA,598,NA,4930,NA,"","0","","0",""
"501","STTD_2014-07-10 10:53:00",2014-07-10 10:53:00,816,"STTD",1,10,"Low",664372,667000,"Center",NA,NA,597,"Ebb tide, anchor used (no motor). Lots of mycrocystis looking things.",4931,NA,"Ebb tide, anchor used (no motor). Lots of mycrocystis looking things. 1 NA**Ebb tide, anchor used (no motor). Lots of mycrocystis looking things. 1 Damaged, not measured","","","0",""
"502","STTD_2014-07-23 08:54:00",2014-07-23 08:54:00,815,"STTD",NA,10,"Low",660461,664000,"Center",NA,NA,596,"see drift comments",4943,NA,"","","","0",""
"503","SHR_2014-07-24 08:44:00",2014-07-24 08:44:00,814,"SHR",1,10,"Low",655366,660400,"Center",NA,NA,627,NA,4962,NA,"","0","","0",""
"504","STTD_2014-08-05 10:15:00",2014-08-05 10:15:00,820,"STTD",1,10,"Low",650511,655000,"Center",NA,NA,601,"flood tide, jet boat and motor used",4963,NA,"flood tide, jet boat and motor used 1 NA**flood tide, jet boat and motor used 1 not measured**flood tide, jet boat and motor used 1 transformation","","","0",""
"505","SHR_2014-08-07 08:42:00",2014-08-07 08:42:00,819,"SHR",1,10,"Low",645067,650300,"Center",NA,NA,600,NA,4985,NA,"","0","","0",""
"506","STTD_2014-08-21 09:47:00",2014-08-21 09:47:00,846,"STTD",1,10,"Low",639990,644000,"Center",NA,NA,625,"Ebb tide, anchored",4986,NA,"Ebb tide, anchored 1 NA**Ebb tide, anchored 1 part of body missing**Ebb tide, anchored 1 no head, not inluded in total count","","","0",""
"507","SHR_2014-08-22 08:42:00",2014-08-22 08:42:00,825,"SHR",1,10,"Low",635412,640000,"Center",NA,NA,604,"ebb tide but low current, jet boat used",4993,NA,"","","","0",""
"508","SHR_2014-08-26 07:45:00",2014-08-26 07:45:00,824,"SHR",1,10,"Low",630351,635400,"Center",NA,NA,603,NA,4994,NA,"","0","","0",""
"509","STTD_2014-08-27 10:12:00",2014-08-27 10:12:00,847,"STTD",1,10,"Low",626310,630000,"Center",NA,NA,626,"Ebb tide, anchored",4995,NA,"","","","0",""
"510","SHR_2014-09-09 09:10:00",2014-09-09 09:10:00,826,"SHR",1,10,"Low",616008,621000,"Center",NA,NA,605,NA,4996,NA,"","0","","0",""
"511","STTD_2014-09-10 09:15:00",2014-09-10 09:15:00,827,"STTD",1,10,"Low",612098,615900,"Center",NA,NA,606,NA,4997,NA,"","0","","0",""
"512","SHR_2014-09-23 09:53:00",2014-09-23 09:53:00,828,"SHR",1,10,"Low",606724,611000,"Center",NA,NA,607,NA,4998,NA,"","0","","0",""
"513","STTD_2014-09-24 09:47:00",2014-09-24 09:47:00,829,"STTD",1,10,"Low",603335,607000,"Center",NA,NA,608,NA,4999,NA,"","0","","0",""
"514","SHR_2014-10-06 09:30:00",2014-10-06 09:30:00,830,"SHR",1,10,"Low",595959,603000,"Center",NA,NA,609,"Jet boat motor used",5000,NA,"","","","0",""
"515","STTD_2014-10-07 09:40:00",2014-10-07 09:40:00,831,"STTD",1,10,"Low",592485,596000,"Center",NA,NA,610,NA,5001,NA,"","0","","0",""
"516","SHR_2014-10-22 09:18:00",2014-10-22 09:18:00,832,"SHR",1,10,"Low",586548,593000,"Center",NA,NA,611,"Motor used (Striker)",6438,NA,"","","","0",""
"517","STTD_2014-10-23 09:40:00",2014-10-23 09:40:00,833,"STTD",1,10,"Low",584988,586000,"Center",NA,NA,612,"Anchored",6444,NA,"","","","0",""
"518","SHR_2014-11-04 09:10:00",2014-11-04 09:10:00,834,"SHR",1,10,"Low",578796,585000,"Center",NA,NA,613,"BOAT/MOTOR",6439,NA,"","","","0",""
"519","STTD_2014-11-05 09:10:00",2014-11-05 09:10:00,835,"STTD",1,10,"Low",575540,579000,"Center",NA,NA,614,"Jon boat and anchor used, ebb tide",5003,"Adult","","","","",""
"520","SHR_2014-11-18 08:49:00",2014-11-18 08:49:00,836,"SHR",1,10,"Low",570536,575000,"Center",NA,NA,615,"Jet boat used, ebb",6440,NA,"","","","0",""
"521","STTD_2014-11-19 08:21:00",2014-11-19 08:21:00,837,"STTD",1,10,"Low",567571,570000,"Center",NA,NA,616,"Ebb tide, anchored",6445,NA,"","","","0",""
"522","SHR_2014-12-03 08:45:00",2014-12-03 08:45:00,838,"SHR",1,10,"Low",561737,567460,"Center",NA,NA,617,NA,6441,NA,"","0","","0",""
"523","STTD_2014-12-04 09:31:00",2014-12-04 09:31:00,839,"STTD",1,10,"Low",557747,561700,"Center",NA,NA,618,NA,6446,NA,"","0","","0",""
"524","SHR_2014-12-17 07:46:00",2014-12-17 07:46:00,840,"SHR",1,10,"Low",554127,560000,"Center",NA,NA,619,"FROM SHR HARBOR BOAT DOCK",6442,NA,"","","","0",""
"525","STTD_2014-12-18 08:57:00",2014-12-18 08:57:00,841,"STTD",1,10,"Low",547546,554000,"Center",NA,NA,620,NA,6447,NA,"","0","","0",""
"526","SHR_2014-12-29 09:12:00",2014-12-29 09:12:00,842,"SHR",1,10,"Low",544965,547500,"Center",NA,NA,621,"From the dock",6443,NA,"","","","0",""
"527","STTD_2014-12-30 10:52:00",2014-12-30 10:52:00,843,"STTD",1,10,"Low",534900,538669,"Center",NA,NA,622,"Anchored, very fast flow",6448,NA,"","","","0",""
"528","SHR_2015-01-15 08:00:00",2015-01-15 08:00:00,844,"SHR",1,10,"Low",537985,539000,"Center",NA,NA,623,"very low flow from SHR boat dock",5024,NA,"","","","0",""
"529","STTD_2015-01-16 07:45:00",2015-01-16 07:45:00,845,"STTD",1,10,"Low",536481,538000,"Center",NA,NA,624,"bottom of ebb tide from screw trap- slow current",5027,NA,"","","","0",""
"530","STTD_2015-01-20 10:45:00",2015-01-20 10:45:00,848,"STTD",1,10,"Low",532404,536000,"Center",NA,NA,628,"Ebb sampled from STTD",5028,NA,"","","","0",""
"531","SHR_2015-01-21 09:30:00",2015-01-21 09:30:00,849,"SHR",NA,10,"Low",527033,532000,"Center",NA,NA,629,"Ebb, low flow, jet boat motor used",5029,NA,"","","","0",""
"532","SHR_2015-02-03 09:30:00",2015-02-03 09:30:00,850,"SHR",1,10,"Low",522593,527000,"Center",NA,NA,630,NA,5025,NA,"","0","","0",""
"533","STTD_2015-02-04 09:25:00",2015-02-04 09:25:00,851,"STTD",1,10,"Low",518680,522500,"Center",NA,NA,631,NA,5031,NA,"","0","","0",""
"534","STTD_2015-02-17 09:30:00",2015-02-17 09:30:00,852,"STTD",1,10,"Low",512466,519000,"Center",NA,NA,632,"ebb tide, off trap",5040,NA,"","","","0",""
"535","SHR_2015-02-18 09:27:00",2015-02-18 09:27:00,854,"SHR",1,10,"Low",505286,512000,"Center",NA,NA,635,NA,5085,NA,"","0","","0",""
"536","SHR_2015-03-03 09:26:00",2015-03-03 09:26:00,855,"SHR",1,10,"Low",500081,505000,"Center",NA,NA,636,NA,5075,NA,"","0","","0",""
"537","STTD_2015-03-04 09:38:00",2015-03-04 09:38:00,856,"STTD",1,10,"Low",496087,5e+05,"Mid_West",NA,NA,637,NA,5006,NA,"","0","","0",""
"538","STTD_2015-03-16 09:28:00",2015-03-16 09:28:00,857,"STTD",2,10,"Low",484217,488000,"Center",NA,NA,638,"Condition code 2- All samples on flood tide",6050,NA,"","","","0",""
"539","SHR_2015-03-17 09:00:00",2015-03-17 09:00:00,858,"SHR",1,10,"Low",479301,484000,"Center",NA,NA,639,"Ebb tide, low current, motor used",6049,NA,"","","","0",""
"540","STTD_2015-03-24 11:56:00",2015-03-24 11:56:00,859,"STTD",1,10,"Low",475008,480000,"Mid_West",NA,NA,640,"third set time: 12:42-12:52",5119,NA,"","","","0",""
"541","STTD_2015-04-02 09:28:00",2015-04-02 09:28:00,860,"STTD",1,10,"Low",377249,381600,"Mid_West",NA,NA,641,"3rd set time: 10:25 - 10:35",5151,NA,"","","","0",""
"542","SHR_2015-04-03 09:37:00",2015-04-03 09:37:00,861,"SHR",1,10,"Low",461561,466000,"Center",NA,NA,642,"jet boat used",5156,NA,"","","","0",""
"543","STTD_2015-04-16 08:40:00",2015-04-16 08:40:00,1056,"STTD",1,10,"Low",454439,458000,"Mid_West",NA,NA,644,"set 1: near-west & mid-east; set 2: mid-west & near-east",5166,NA,"","","","0",""
"544","SHR_2015-04-17 09:15:00",2015-04-17 09:15:00,1054,"SHR",1,10,"Low",445773,450000,"Center",NA,NA,643,NA,5161,NA,"","0","","0",""
"545","SHR_2015-04-29 08:24:00",2015-04-29 08:24:00,1070,"SHR",1,10,"Low",441424,446000,"Center",NA,NA,645,NA,5171,NA,"","0","","0",""
"546","STTD_2015-04-30 08:16:00",2015-04-30 08:16:00,1071,"STTD",1,10,"Low",996009,0,"Mid_West",NA,NA,646,"ebb tide, some shade on East side",5186,NA,"ebb tide, some shade on East side 1 NA**ebb tide, some shade on East side 1 either 5.5 or 5.0 since typo of ""55""","","","0",""
"547","STTD_2015-05-18 09:26:00",2015-05-18 09:26:00,1074,"STTD",1,10,"Low",983864,988000,"Mid_West",NA,NA,647,NA,5720,NA,"","0","","0",""
"548","SHR_2015-05-19 08:55:00",2015-05-19 08:55:00,1076,"SHR",1,10,"Low",991109,996000,"Center",NA,NA,648,NA,5263,NA,"","0","","0",""
"549","SHR_2015-06-02 10:18:00",2015-06-02 10:18:00,1078,"SHR",1,10,"Low",986806,991100,"Center",NA,NA,649,NA,5264,NA,"","0","","0",""
"550","STTD_2015-06-03 08:30:00",2015-06-03 08:30:00,1079,"STTD",1,10,"Low",980890,984000,"Mid_West",NA,NA,650,NA,5816,NA,"","0","","0",""
"551","SHR_2015-06-16 08:06:00",2015-06-16 08:06:00,1081,"SHR",1,10,"Low",976263,981000,"Center",NA,NA,652,NA,6048,NA,"","0","","0",""
"552","STTD_2015-06-17 08:45:00",2015-06-17 08:45:00,1080,"STTD",1,10,"Low",973623,977000,"Mid_West",NA,NA,651,NA,5939,NA,"","0","","0",""
"553","STTD_2015-06-30 08:20:00",2015-06-30 08:20:00,1084,"STTD",1,10,"Low",969781,973000,"Mid_West",NA,NA,653,NA,6322,NA,"","0","","0",""
"554","SHR_2015-07-01 09:00:00",2015-07-01 09:00:00,1085,"SHR",1,10,"Low",965522,970000,"Center",NA,NA,654,NA,6345,NA,"","0","","0",""
"555","SHR_2015-07-14 08:50:00",2015-07-14 08:50:00,1091,"SHR",1,10,"Low",967785,971000,"Center",NA,NA,656,NA,6346,NA,"","0","","0",""
"556","STTD_2015-07-15 08:30:00",2015-07-15 08:30:00,1093,"STTD",1,10,"Low",960169,964000,"Mid_West",NA,NA,657,NA,6365,NA,"","0","","0",""
"557","STTD_2015-07-28 08:45:00",2015-07-28 08:45:00,1096,"STTD",1,10,"Low",959953,961000,"Mid_West",NA,NA,658,NA,6413,NA,"","0","","0",""
"558","SHR_2015-07-29 09:00:00",2015-07-29 09:00:00,1097,"SHR",1,10,"Low",956380,960000,"Center",NA,NA,659,NA,6427,NA,"","0","","0",""
"559","STTD_2015-08-03 10:10:00",2015-08-03 10:10:00,1113,"STTD",1,10,"Low",953764,957000,"Center",NA,NA,662,NA,6428,NA,"","0","","0",""
"560","SHR_2015-08-05 11:13:00",2015-08-05 11:13:00,1090,"SHR",1,10,"Low",952049,956500,"Center",NA,NA,655,NA,6433,NA,"","0","","0",""
"561","SHR_2015-08-17 08:59:00",2015-08-17 08:59:00,1098,"SHR",1,10,"Low",949676,954000,"Center",NA,NA,660,NA,6434,NA,"","0","","0",""
"562","STTD_2015-08-18 09:30:00",2015-08-18 09:30:00,1112,"STTD",1,10,"Low",945480,950000,"Center",NA,NA,661,NA,6435,NA,"","0","","0",""
"563","STTD_2016-01-27 09:15:00",2016-01-27 09:15:00,1168,"STTD",1,10,"Low",859749,864000,"Center",NA,NA,666,NA,6449,NA,"","0","","0",""
"564","SHR_2016-01-28 12:55:00",2016-01-28 12:55:00,1169,"SHR",1,10,"Low",856833,860000,"Center",NA,NA,667,NA,6450,NA,"","0","","0",""
"565","SHR_2016-02-08 10:07:00",2016-02-08 10:07:00,1179,"SHR",1,10,"Low",852096,857000,"Center",NA,NA,671,NA,6451,NA,"","0","","0",""
"566","STTD_2016-02-09 10:14:00",2016-02-09 10:14:00,1180,"STTD",1,10,NA,848192,852000,"Center",NA,NA,672,NA,6453,NA,"","0","","0",""
"567","STTD_2016-02-22 09:17:00",2016-02-22 09:17:00,1176,"STTD",1,10,"Low",844097,848000,"Center",NA,NA,669,NA,6455,NA,"","0","","0",""
"568","SHR_2016-02-23 09:53:00",2016-02-23 09:53:00,1175,"SHR",1,10,"Low",838230,844000,"Center",NA,NA,668,NA,6464,NA,"","0","","0",""
"569","STTD_2016-02-29 13:50:00",2016-02-29 13:50:00,1177,"STTD",NA,10,"Low",835069,838000,"Mid_East",NA,NA,670,"Mid-EAST = Bottom, 5 meters deep",NA,NA,"","","","0",""
"570","STTD_2016-03-07 09:24:00",2016-03-07 09:24:00,1187,"STTD",1,10,"Low",928338,936000,"Mid_West",NA,NA,677,NA,6470,"1 partial speciment as well","NA 1 1 partial speciment as well**NA 1 NA**NA 1 Percidae, data not entered!","0","","",""
"571","SHR_2016-03-08 07:47:00",2016-03-08 07:47:00,1188,"SHR",1,10,"Low",922674,928000,"Center",NA,NA,678,NA,6519,NA,"","0","","0",""
